Date,Los Angeles,San Diego,Orange,Riverside,San Bernardino,Santa Clara,Alameda,Sacramento,Contra-Costa,Fresno
2011-11-01,291260.0,356410.0,487610.0,200080.0,135280.0,560000.0,396990.0,164700.0,279330.0,141470.0
2011-12-01,306950.0,359930.0,484630.0,203650.0,128450.0,535000.0,383430.0,161840.0,275180.0,136740.0
2012-01-01,290900.0,350680.0,483510.0,196050.0,129920.0,495000.0,340600.0,161080.0,258430.0,128200.0
2012-02-01,272690.0,362470.0,485380.0,200730.0,132500.0,530000.0,360670.0,163530.0,252150.0,139280.0
2012-03-01,272920.0,363710.0,485300.0,211350.0,131640.0,575250.0,372220.0,166760.0,283010.0,134690.0
2012-04-01,286800.0,369910.0,513950.0,213950.0,132030.0,636000.0,412590.0,168820.0,317140.0,140100.0
2012-05-01,282930.0,379800.0,538340.0,213240.0,134660.0,643500.0,430340.0,169230.0,345180.0,141580.0
2012-06-01,315390.0,388100.0,567910.0,219850.0,138110.0,695000.0,459760.0,172520.0,341100.0,150000.0
2012-07-01,334190.0,392380.0,551160.0,223740.0,145710.0,690000.0,473600.0,176500.0,364020.0,149060.0
2012-08-01,344770.0,389540.0,567710.0,227740.0,143470.0,666750.0,466760.0,184000.0,334080.0,151110.0
2012-09-01,373020.0,404880.0,561830.0,228900.0,150090.0,650000.0,454170.0,180830.0,352260.0,159130.0
2012-10-01,364810.0,395470.0,558680.0,230730.0,148480.0,688000.0,460670.0,189800.0,330370.0,151850.0
2012-11-01,337080.0,403990.0,565020.0,239610.0,152000.0,679000.0,467840.0,194700.0,346370.0,148240.0
2012-12-01,367400.0,418290.0,582930.0,251520.0,158540.0,681000.0,463010.0,195630.0,360110.0,157620.0
2013-01-01,349720.0,390890.0,566500.0,244780.0,154500.0,652500.0,466830.0,201010.0,339340.0,151450.0
2013-02-01,337630.0,407220.0,607230.0,245830.0,156360.0,710000.0,451580.0,203540.0,346670.0,158950.0
2013-03-01,340890.0,436710.0,619430.0,263670.0,161900.0,730000.0,523280.0,220590.0,386410.0,160510.0
2013-04-01,361630.0,454390.0,653740.0,274420.0,164470.0,790000.0,573000.0,221880.0,462720.0,173860.0
2013-05-01,365990.0,469590.0,655630.0,282560.0,170090.0,824960.0,593160.0,243660.0,484640.0,167770.0
2013-06-01,403760.0,483330.0,661740.0,298470.0,174650.0,809000.0,604600.0,247100.0,491080.0,175820.0
2013-07-01,421350.0,483800.0,675000.0,294300.0,180270.0,840000.0,614810.0,254550.0,508720.0,183870.0
2013-08-01,444950.0,482470.0,664580.0,290030.0,183240.0,808100.0,607240.0,257660.0,482530.0,184000.0
2013-09-01,459010.0,490130.0,672680.0,293560.0,185860.0,779480.0,604100.0,255390.0,454760.0,185830.0
2013-10-01,447130.0,477130.0,660080.0,296640.0,191330.0,770000.0,588600.0,253560.0,446060.0,182620.0
2013-11-01,405470.0,473360.0,660890.0,306350.0,192470.0,785000.0,607900.0,246900.0,457080.0,193020.0
2013-12-01,439830.0,479690.0,677660.0,310020.0,199020.0,769900.0,585440.0,250370.0,451490.0,190350.0
2014-01-01,423570.0,479340.0,653850.0,314070.0,190130.0,731000.0,559110.0,242510.0,397760.0,184120.0
2014-02-01,389080.0,476780.0,677700.0,302370.0,186440.0,805000.0,572630.0,260330.0,441280.0,182270.0
2014-03-01,395660.0,490280.0,675540.0,310670.0,188550.0,865000.0,623110.0,263810.0,464350.0,202100.0
2014-04-01,406750.0,492080.0,679820.0,309240.0,199420.0,900500.0,656140.0,267260.0,494280.0,192880.0
2014-05-01,411640.0,498020.0,698260.0,323890.0,214460.0,878080.0,680020.0,273970.0,519670.0,199540.0
2014-06-01,435950.0,531350.0,696680.0,321840.0,204860.0,902500.0,695210.0,271630.0,510990.0,201080.0
2014-07-01,461290.0,523070.0,695270.0,319960.0,216570.0,860750.0,688870.0,276190.0,546580.0,201530.0
2014-08-01,474640.0,510860.0,699430.0,318640.0,208550.0,865000.0,691500.0,272750.0,538510.0,203760.0
2014-09-01,486030.0,519420.0,696190.0,316500.0,212790.0,850000.0,652610.0,276960.0,499220.0,208210.0
2014-10-01,477600.0,493030.0,692390.0,321750.0,208080.0,870000.0,659660.0,270150.0,490480.0,200600.0
2014-11-01,434070.0,491690.0,689480.0,320880.0,213780.0,850000.0,670320.0,266260.0,457630.0,200000.0
2014-12-01,464650.0,494500.0,683490.0,322020.0,216020.0,846500.0,645680.0,269350.0,483330.0,204430.0
2015-01-01,441610.0,496380.0,674340.0,306060.0,206660.0,815000.0,610130.0,256670.0,442440.0,211470.0
2015-02-01,419260.0,499000.0,680290.0,323220.0,213930.0,915130.0,651950.0,283960.0,476340.0,210320.0
2015-03-01,419370.0,530650.0,696060.0,331710.0,215640.0,932100.0,713060.0,282080.0,491780.0,213960.0
2015-04-01,427010.0,530810.0,705190.0,333520.0,219150.0,960000.0,742340.0,283600.0,553030.0,217510.0
2015-05-01,432570.0,538660.0,717850.0,332490.0,220890.0,993000.0,763740.0,293480.0,557060.0,216110.0
2015-06-01,473290.0,569530.0,716730.0,337380.0,231300.0,990000.0,750000.0,295310.0,555000.0,223150.0
2015-07-01,490360.0,549000.0,720000.0,335000.0,230180.0,965000.0,765000.0,291000.0,550000.0,225000.0
2015-08-01,492360.0,539000.0,714380.0,335000.0,230530.0,973000.0,735000.0,290000.0,560000.0,220000.0
2015-09-01,517750.0,525000.0,705000.0,329000.0,229890.0,955000.0,731000.0,290700.0,525000.0,220000.0
2015-10-01,509570.0,520500.0,700000.0,330000.0,231330.0,951000.0,710000.0,290000.0,505000.0,215000.0
2015-11-01,457870.0,532380.0,705000.0,330000.0,236220.0,965000.0,730000.0,290000.0,550000.0,225000.0
2015-12-01,502750.0,530000.0,700000.0,341000.0,234080.0,920000.0,731500.0,296500.0,500000.0,225000.0
2016-01-01,480950.0,530000.0,699900.0,328000.0,234460.0,895000.0,700000.0,281000.0,500000.0,216000.0
2016-02-01,444410.0,523500.0,705000.0,330000.0,226870.0,942500.0,715000.0,299000.0,529000.0,214250.0
2016-03-01,441700.0,550000.0,720200.0,350000.0,237350.0,1065000.0,758000.0,305000.0,548780.0,231000.0
2016-04-01,457180.0,557000.0,735000.0,350000.0,236850.0,1085000.0,800000.0,309000.0,565000.0,229000.0
2016-05-01,467290.0,565000.0,731750.0,355000.0,245080.0,1100000.0,828000.0,317950.0,595000.0,232000.0
2016-06-01,502190.0,560000.0,754000.0,360000.0,245220.0,1050000.0,803000.0,329000.0,625000.0,241000.0
2016-07-01,513700.0,560000.0,734000.0,359900.0,248000.0,1045000.0,800000.0,320000.0,625000.0,235700.0
2016-08-01,520400.0,563000.0,749000.0,355000.0,240500.0,975000.0,775000.0,323500.0,570000.0,239000.0
2016-09-01,550705.0,569000.0,739000.0,352250.0,251750.0,1000000.0,760000.0,317500.0,549900.0,240000.0
2016-10-01,536760.0,576620.0,750000.0,355950.0,245000.0,1047500.0,775000.0,320000.0,535650.0,240000.0
2016-11-01,487060.0,557000.0,734500.0,352500.0,250000.0,1010000.0,800000.0,325000.0,569000.0,238000.0
2016-12-01,522520.0,568000.0,745000.0,360000.0,255000.0,965000.0,755000.0,314940.0,550000.0,239500.0
2017-01-01,509130.0,550000.0,740000.0,357500.0,245440.0,927500.0,755000.0,305000.0,540000.0,238000.0
2017-02-01,470200.0,559950.0,745000.0,367250.0,265000.0,1100000.0,786000.0,324900.0,554250.0,230000.0
2017-03-01,465810.0,571000.0,760000.0,375000.0,260000.0,1130000.0,833750.0,326750.0,585000.0,247250.0
2017-04-01,480230.0,590000.0,775000.0,379000.0,255500.0,1160000.0,875000.0,326000.0,653694.0,244090.0
2017-05-01,492040.0,605000.0,795000.0,375000.0,272500.0,1200000.0,862000.0,342100.0,653000.0,250000.0
2017-06-01,548220.0,612750.0,795000.0,385000.0,270000.0,1182500.0,900000.0,347000.0,660000.0,260000.0
2017-07-01,566240.0,613000.0,785000.0,385500.0,266250.0,1165000.0,875500.0,353000.0,633250.0,258000.0
2017-08-01,570720.0,605000.0,789000.0,388500.0,269950.0,1150000.0,867500.0,348000.0,627860.0,259000.0
2017-09-01,606110.0,605000.0,799000.0,385700.0,279000.0,1180000.0,853000.0,347750.0,605000.0,265000.0
2017-10-01,580360.0,603000.0,786000.0,382500.0,274450.0,1242500.0,862450.0,349900.0,615000.0,254950.0
2017-11-01,530920.0,619900.0,785000.0,383000.0,280000.0,1282500.0,880000.0,349900.0,615000.0,264000.0
2017-12-01,577690.0,605000.0,785500.0,385000.0,278000.0,1300000.0,862000.0,350000.0,600000.0,259750.0
2018-01-01,564100.0,590000.0,780000.0,397250.0,277000.0,1170000.0,840000.0,350000.0,555000.0,245450.0
2018-02-01,527280.0,605000.0,805380.0,396250.0,278000.0,1383500.0,832000.0,350000.0,610000.0,266440.0
2018-03-01,528980.0,625400.0,824450.0,398000.0,280000.0,1454500.0,955000.0,365000.0,655000.0,264950.0
2018-04-01,528540.0,635000.0,818000.0,400000.0,289900.0,1425000.0,969300.0,369000.0,689660.0,260000.0
2018-05-01,536940.0,640000.0,838000.0,409920.0,285000.0,1400000.0,1025000.0,375000.0,687500.0,279980.0
2018-06-01,586090.0,650000.0,835500.0,405000.0,293250.0,1400000.0,1015000.0,375000.0,702370.0,275500.0
2018-07-01,597520.0,650000.0,829000.0,408000.0,292000.0,1351000.0,970000.0,370000.0,680000.0,280000.0
2018-08-01,607490.0,660000.0,838500.0,400750.0,290000.0,1295000.0,960000.0,369950.0,650000.0,280000.0
2018-09-01,634680.0,640000.0,825000.0,405950.0,300000.0,1250000.0,900000.0,372000.0,650000.0,267000.0
2018-10-01,614500.0,635500.0,810000.0,400000.0,289000.0,1290000.0,900000.0,360000.0,657000.0,272000.0
2018-11-01,553940.0,626000.0,795000.0,400000.0,299450.0,1250000.0,900000.0,365000.0,641000.0,265750.0
2018-12-01,588140.0,618500.0,785000.0,398000.0,295000.0,1150000.0,850000.0,364500.0,612500.0,266500.0
2019-01-01,566010.0,610000.0,796500.0,400000.0,290000.0,1185000.0,826000.0,352250.0,595000.0,270000.0
2019-02-01,541390.0,625000.0,792500.0,410000.0,298250.0,1170000.0,860000.0,360000.0,649480.0,265000.0
2019-03-01,525520.0,623800.0,809500.0,412000.0,309950.0,1300000.0,911000.0,365000.0,644000.0,280000.0
2019-04-01,544170.0,649000.0,825000.0,423000.0,305000.0,1315000.0,940000.0,385000.0,679000.0,271250.0
2019-05-01,539480.0,650000.0,845000.0,420000.0,315000.0,1335000.0,959000.0,385000.0,700360.0,284900.0
2019-06-01,599680.0,665000.0,842000.0,420000.0,310000.0,1350000.0,960000.0,390000.0,698000.0,283000.0
2019-07-01,611230.0,650000.0,839450.0,420000.0,312000.0,1298000.0,950000.0,390000.0,660000.0,284400.0
2019-08-01,627690.0,650000.0,810000.0,420000.0,315000.0,1190000.0,905500.0,386000.0,672750.0,285000.0
2019-09-01,663110.0,636750.0,830000.0,429450.0,315000.0,1225000.0,910000.0,385000.0,656000.0,296000.0
2019-10-01,647900.0,652000.0,820000.0,420000.0,319000.0,1234750.0,925000.0,385000.0,681250.0,287000.0
2019-11-01,594840.0,659000.0,822000.0,425000.0,315000.0,1259000.0,910000.0,385000.0,640000.0,291500.0
2019-12-01,641340.0,655000.0,840000.0,420000.0,320000.0,1225000.0,881500.0,385000.0,665000.0,285000.0
2020-01-01,617520.0,660000.0,855000.0,415460.0,325000.0,1200000.0,875000.0,379000.0,614000.0,289950.0
2020-02-01,580690.0,670000.0,880000.0,428000.0,329000.0,1350000.0,945000.0,398500.0,635250.0,289950.0
2020-03-01,567910.0,675000.0,882000.0,435000.0,316000.0,1400000.0,970500.0,400000.0,711000.0,282500.0
2020-04-01,565170.0,671000.0,861000.0,435000.0,325000.0,1388890.0,1030000.0,400000.0,710000.0,290000.0
2020-05-01,553710.0,655000.0,834550.0,434480.0,320000.0,1365000.0,955000.0,395000.0,690000.0,295000.0
2020-06-01,619320.0,678000.0,870000.0,450000.0,325000.0,1382000.0,976000.0,417000.0,750500.0,313950.0
2020-07-01,660340.0,719000.0,880000.0,462000.0,350000.0,1380000.0,1027500.0,422740.0,785000.0,320000.0
2020-08-01,692630.0,732560.0,930000.0,486500.0,350000.0,1400000.0,1028220.0,425000.0,805000.0,322000.0
2020-09-01,766010.0,735000.0,915000.0,480000.0,359900.0,1402500.0,1050000.0,439000.0,783000.0,325000.0
2020-10-01,745080.0,749000.0,930000.0,485000.0,365000.0,1442500.0,1049000.0,440000.0,787250.0,331500.0
2020-11-01,673310.0,740000.0,930000.0,490000.0,380250.0,1383000.0,1049040.0,442500.0,810000.0,323500.0
2020-12-01,660000.0,730000.0,950000.0,488250.0,378500.0,1375000.0,1060000.0,442250.0,763000.0,325500.0
2021-01-01,697660.0,730000.0,971000.0,495500.0,390000.0,1375000.0,1060000.0,450000.0,765000.0,325000.0
2021-02-01,664120.0,765000.0,995000.0,519500.0,389900.0,1486250.0,1100000.0,463000.0,817500.0,350000.0
2021-03-01,689440.0,800000.0,1025000.0,535000.0,412000.0,1600000.0,1163000.0,485000.0,920000.0,350000.0
2021-04-01,718440.0,825120.0,1100000.0,545500.0,405000.0,1650000.0,1300000.0,490000.0,990000.0,355000.0
2021-05-01,725680.0,851000.0,1100000.0,560000.0,410000.0,1675000.0,1312500.0,500000.0,1015000.0,361500.0
2021-06-01,796120.0,865000.0,1138000.0,575000.0,435000.0,1750000.0,1300000.0,525000.0,990000.0,375000.0
2021-07-01,809750.0,860000.0,1090000.0,570000.0,440000.0,1670000.0,1300000.0,514000.0,940000.0,370000.0
2021-08-01,830070.0,835000.0,1100000.0,570000.0,435000.0,1655000.0,1300000.0,515000.0,889500.0,375000.0
2021-09-01,886050.0,850000.0,1100000.0,570000.0,437000.0,1630000.0,1300000.0,507000.0,897000.0,380000.0
2021-10-01,848970.0,850000.0,1120000.0,580000.0,445000.0,1625000.0,1280000.0,510000.0,900500.0,385000.0
2021-11-01,769500.0,847750.0,1150000.0,586900.0,440000.0,1692500.0,1300000.0,515000.0,876000.0,385000.0
2021-12-01,826500.0,836700.0,1182500.0,586000.0,460000.0,1740000.0,1200000.0,515000.0,830000.0,395000.0
2022-01-01,800960.0,875000.0,1195000.0,590000.0,450000.0,1716000.0,1250000.0,524000.0,829000.0,395500.0
2022-02-01,773490.0,888000.0,1260000.0,605030.0,450000.0,1820000.0,1350000.0,541500.0,935000.0,405000.0
2022-03-01,781050.0,950000.0,1305000.0,620000.0,475000.0,1950000.0,1430000.0,560000.0,965900.0,415000.0
2022-04-01,801680.0,975000.0,1325000.0,630000.0,495000.0,1970000.0,1500000.0,570000.0,1050000.0,425000.0
2022-05-01,798720.0,970000.0,1295000.0,650000.0,490000.0,1927500.0,1545000.0,580000.0,1025000.0,420000.0
2022-06-01,860230.0,950000.0,1265000.0,645000.0,490000.0,1820000.0,1420000.0,560000.0,976940.0,425000.0
2022-07-01,846320.0,930000.0,1231000.0,625000.0,490000.0,1740000.0,1340000.0,550000.0,902500.0,407000.0
2022-08-01,854960.0,885000.0,1200000.0,620000.0,472750.0,1650000.0,1230000.0,535000.0,870000.0,405000.0
2022-09-01,891770.0,899000.0,1200000.0,600000.0,480000.0,1700000.0,1240000.0,520000.0,882000.0,415000.0
2022-10-01,854560.0,860000.0,1165000.0,599990.0,465000.0,1625000.0,1250000.0,512500.0,867000.0,400000.0
2022-11-01,836630.0,865000.0,1100000.0,580000.0,437500.0,1600000.0,1175000.0,510000.0,890000.0,393000.0
2022-12-01,799670.0,850000.0,1131760.0,575000.0,466940.0,1478000.0,1065500.0,485000.0,777500.0,396000.0
2023-01-01,778540.0,824950.0,1194500.0,585000.0,446900.0,1530000.0,1065000.0,498000.0,736500.0,375000.0
2023-02-01,726870.0,875000.0,1159000.0,595000.0,466500.0,1500000.0,1100000.0,499000.0,760000.0,385000.0
2023-03-01,718370.0,915000.0,1250000.0,612000.0,475000.0,1700000.0,1225000.0,500000.0,852500.0,409500.0
