Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
Dec-08,283060.00,368240.00,261111.00,255952.00,254167.00,253790.00,NA,NA,157499.00,170000.00,262500.00,147000.00,176666.00,164000.00,NA,318075.00,160000.00,704545.00,325000.00,250000.00,115333.00,450000.00,255000.00,393477.00,321428.00,453524.00,318571.00,NA,201751.00,181655.00,276950.00,156478.00,346597.00,711363.00,NA,383333.00,600000.00,352173.00,512450.00,455000.00,205555.00,190000.00,217941.00,338983.00,NA,171874.00,180000.00,143125.00,261111.00,370754.00,NA,159090.00,242320.00,264178.00,313000.00,NA,NA,186107.00,359910.00,275000.00
Jan-09,249960.00,324170.00,216666.00,247726.00,231249.00,231250.00,190000.00,329411.00,145200.00,163333.00,276562.00,126400.00,186250.00,171666.00,NA,285798.00,170666.00,778409.00,350000.00,266666.00,114137.00,812500.00,230000.00,387499.00,316667.00,442168.00,286573.00,NA,189903.00,167967.00,265000.00,138605.00,332195.00,635638.00,157199.00,388461.00,551000.00,297916.00,450000.00,450000.00,206579.00,173333.00,206034.00,326000.00,143587.00,163750.00,120000.00,131724.00,237499.00,364534.00,247221.00,150000.00,226360.00,234821.00,288450.00,159302.00,NA,168485.00,328680.00,249000.00
Feb-09,245230.00,327370.00,206250.00,238157.00,229999.00,224620.00,180000.00,350000.00,133870.00,150000.00,279999.00,130000.00,160000.00,160000.00,NA,267830.00,163636.00,702380.00,233333.00,275000.00,101500.00,625000.00,210000.00,318182.00,288888.00,456989.00,308088.00,NA,184677.00,168100.00,255000.00,135527.00,332887.00,717390.00,153882.00,363157.00,562500.00,331250.00,445000.00,380000.00,206000.00,185000.00,204779.00,312338.00,138705.00,154444.00,154999.00,131739.00,234999.00,359632.00,208333.00,143636.00,228460.00,239459.00,275000.00,155473.00,NA,167587.00,321110.00,254900.00
Mar-09,249790.00,316440.00,204167.00,247499.00,182000.00,225820.00,140000.00,350000.00,144200.00,140000.00,259375.00,136719.00,158332.00,164286.00,NA,255665.00,142857.00,699999.00,218750.00,250000.00,98076.00,875000.00,217000.00,351351.00,283333.00,463003.00,292987.00,NA,180043.00,168652.00,258500.00,131853.00,326832.00,703124.00,149534.00,369999.00,576940.00,296590.00,448750.00,400000.00,182500.00,190000.00,192285.00,330952.00,136978.00,147777.00,130000.00,147073.00,215277.00,364919.00,218750.00,154285.00,222770.00,234841.00,275000.00,153433.00,NA,161501.00,326840.00,250000.00
Apr-09,253110.00,337100.00,186666.00,238888.00,177499.00,235030.00,275000.00,324390.00,135999.00,115999.00,275000.00,115000.00,185000.00,150000.00,NA,252776.00,142000.00,831730.00,225000.00,262500.00,110000.00,500000.00,212000.00,350000.00,300000.00,461032.00,294033.00,NA,171480.00,167355.00,250000.00,121685.00,337222.00,712263.00,147053.00,338889.00,610000.00,412500.00,465000.00,425000.00,211538.00,160000.00,185769.00,319583.00,133962.00,166956.00,153333.00,123077.00,225000.00,394545.00,234782.00,142500.00,227320.00,227367.00,280000.00,152301.00,NA,153388.00,346940.00,244000.00
May-09,263440.00,374850.00,232142.00,242307.00,219444.00,241960.00,250000.00,334523.00,140000.00,165000.00,282352.00,125000.00,163333.00,153333.00,NA,248851.00,126363.00,712499.00,180000.00,267857.00,98043.00,875000.00,203500.00,362121.00,320833.00,496268.00,301648.00,NA,171673.00,179027.00,251579.00,120406.00,341666.00,765306.00,154712.00,367777.00,726500.00,302778.00,490000.00,452500.00,193333.00,180000.00,199676.00,352550.00,140879.00,157499.00,140000.00,131739.00,247916.00,415584.00,277631.00,149230.00,238780.00,236781.00,284900.00,161411.00,NA,150861.00,374800.00,250000.00
Jun-09,274640.00,405260.00,208333.00,258000.00,243749.00,261840.00,254167.00,349000.00,140263.00,160000.00,263750.00,130000.00,171666.00,148571.00,NA,286657.00,151818.00,835937.00,241666.00,291666.00,98749.00,687499.00,205000.00,385713.00,300000.00,522750.00,293499.00,NA,178919.00,179938.00,273950.00,123141.00,362647.00,789352.00,153010.00,378571.00,756250.00,405882.00,550000.00,519000.00,190000.00,173999.00,193269.00,338505.00,139693.00,166666.00,125000.00,134736.00,221875.00,443846.00,245535.00,140000.00,263190.00,246128.00,310000.00,164272.00,NA,155055.00,411590.00,260000.00
Jul-09,285310.00,397460.00,200000.00,267708.00,171428.00,278820.00,200000.00,339215.00,146707.00,171666.00,266304.00,133750.00,178888.00,160000.00,NA,298719.00,149375.00,762500.00,180000.00,258333.00,110571.00,604166.00,230000.00,369642.00,314286.00,526670.00,299037.00,NA,184261.00,181908.00,239000.00,123526.00,372645.00,786972.00,164269.00,406250.00,755000.00,428125.00,587000.00,535000.00,198499.00,166666.00,209066.00,365966.00,141525.00,161818.00,166666.00,141892.00,225000.00,456435.00,306098.00,136153.00,259710.00,252164.00,340000.00,168503.00,NA,158218.00,433620.00,270000.00
Aug-09,293400.00,392260.00,214285.00,227631.00,237499.00,276030.00,212500.00,314286.00,149047.00,165000.00,265476.00,133000.00,153999.00,145833.00,NA,310957.00,145000.00,835000.00,187500.00,218750.00,107586.00,500000.00,235000.00,337096.00,284615.00,539980.00,309259.00,NA,183164.00,188828.00,272500.00,126704.00,375706.00,710843.00,160000.00,394564.00,672500.00,380768.00,555000.00,500000.00,203125.00,170000.00,210577.00,361792.00,139393.00,170000.00,160000.00,124762.00,234374.00,466197.00,247413.00,135384.00,260430.00,257620.00,334950.00,168508.00,NA,158581.00,411270.00,275000.00
Sep-09,296610.00,432440.00,225000.00,245832.00,265000.00,271960.00,156666.00,294117.00,151086.00,183333.00,268421.00,130000.00,174999.00,161429.00,NA,345597.00,138823.00,804166.00,256250.00,247726.00,113792.00,750000.00,230000.00,355555.00,294999.00,541089.00,294010.00,NA,183497.00,180496.00,270000.00,129879.00,386046.00,736666.00,161477.00,413793.00,690000.00,434375.00,553000.00,534000.00,192222.00,150000.00,207432.00,352586.00,143111.00,166842.00,157999.00,131935.00,250000.00,441666.00,246428.00,157999.00,270170.00,264023.00,355000.00,167483.00,NA,160702.00,429650.00,287000.00
Oct-09,297500.00,427180.00,215625.00,236110.00,207143.00,295440.00,194999.00,298025.00,152840.00,146666.00,256579.00,138000.00,156249.00,150000.00,NA,308280.00,144666.00,769737.00,225000.00,287499.00,108387.00,450000.00,240000.00,377272.00,272916.00,526842.00,294999.00,NA,186257.00,185891.00,273000.00,131578.00,378540.00,766827.00,171298.00,379166.00,702000.00,423077.00,590000.00,515000.00,188000.00,163750.00,203297.00,372268.00,147419.00,156470.00,173999.00,131785.00,212500.00,441743.00,238999.00,148000.00,267520.00,269762.00,350000.00,170708.00,NA,163200.00,441150.00,285000.00
Nov-09,304550.00,431980.00,180000.00,255555.00,231249.00,304420.00,193333.00,327381.00,153728.00,145000.00,263043.00,141250.00,166000.00,156666.00,NA,315397.00,159285.00,727272.00,212500.00,250000.00,114999.00,625000.00,245000.00,402381.00,268750.00,547495.00,317708.00,NA,194999.00,185463.00,295000.00,135987.00,376448.00,815476.00,168421.00,427174.00,725000.00,435714.00,605000.00,550000.00,191851.00,180000.00,225949.00,365908.00,141111.00,170000.00,152499.00,137187.00,225000.00,435795.00,244999.00,142000.00,271920.00,280159.00,365250.00,172222.00,NA,171794.00,453110.00,299000.00
Dec-09,306860.00,408590.00,160000.00,245237.00,220833.00,294440.00,150000.00,315789.00,148172.00,176666.00,242187.00,135000.00,155833.00,162857.00,NA,332267.00,132142.00,815341.00,215000.00,262500.00,110624.00,487499.00,250000.00,364999.00,276666.00,544300.00,288999.00,NA,191344.00,186695.00,260000.00,135938.00,382226.00,764583.00,171392.00,398809.00,750000.00,433333.00,560000.00,550000.00,185882.00,167500.00,222074.00,386915.00,144725.00,157332.00,145000.00,140750.00,202273.00,427894.00,253409.00,156249.00,270300.00,276126.00,346000.00,168901.00,NA,170227.00,437100.00,295000.00
Jan-10,284600.00,383330.00,170000.00,250000.00,166000.00,274100.00,185000.00,325000.00,145965.00,160000.00,246874.00,127900.00,174999.00,137140.00,NA,316698.00,140667.00,729166.00,215000.00,237499.00,96666.00,625000.00,246500.00,358695.00,256250.00,527477.00,287287.00,NA,193687.00,173305.00,325000.00,134999.00,366778.00,696428.00,170943.00,383333.00,633500.00,466666.00,525000.00,495000.00,180909.00,132499.00,215983.00,365822.00,140175.00,170999.00,140000.00,134137.00,220833.00,420689.00,263461.00,145000.00,254540.00,265303.00,325000.00,165981.00,NA,171035.00,398900.00,280000.00
Feb-10,278190.00,410230.00,190000.00,219230.00,193333.00,278350.00,194999.00,307576.00,152741.00,150000.00,232499.00,147599.00,165000.00,128181.00,NA,283299.00,160000.00,782609.00,250000.00,262500.00,100952.00,1250000.00,255000.00,336842.00,261111.00,533805.00,287890.00,NA,198129.00,176586.00,279540.00,134047.00,372096.00,692934.00,160588.00,370512.00,655000.00,380768.00,550000.00,500000.00,181000.00,165000.00,204297.00,356707.00,145303.00,162143.00,162500.00,134999.00,200000.00,451724.00,234999.00,148571.00,249010.00,265239.00,340000.00,164776.00,NA,172226.00,416500.00,280410.00
Mar-10,300900.00,432720.00,186000.00,250000.00,185000.00,287800.00,190000.00,311956.00,150963.00,120000.00,270652.00,136000.00,154285.00,155000.00,NA,290000.00,146000.00,790625.00,210000.00,294999.00,108080.00,625000.00,245000.00,351562.00,270454.00,550420.00,291565.00,NA,201104.00,180388.00,275610.00,137585.00,393598.00,799528.00,167683.00,377680.00,800000.00,381820.00,590000.00,525000.00,175499.00,150000.00,211538.00,359047.00,145384.00,152222.00,132857.00,145143.00,202273.00,444886.00,260714.00,145000.00,263310.00,280160.00,340000.00,168569.00,NA,177910.00,432200.00,300000.00
Apr-10,307000.00,407830.00,170000.00,238000.00,193333.00,298850.00,160000.00,311956.00,148230.00,146000.00,265480.00,136250.00,170000.00,126000.00,NA,289710.00,145830.00,892360.00,275000.00,240620.00,115130.00,625000.00,262000.00,343750.00,263333.00,546050.00,295380.00,NA,209530.00,182155.00,333000.00,138220.00,388480.00,799180.00,171428.00,403120.00,750000.00,475000.00,628000.00,557650.00,171330.00,180000.00,211670.00,365140.00,141892.00,162000.00,146670.00,132630.00,215000.00,442610.00,242307.00,163529.00,257950.00,284060.00,357000.00,169221.00,NA,179710.00,446410.00,300000.00
May-10,327460.00,472370.00,208330.00,236760.00,191999.00,308330.00,150000.00,318000.00,157520.00,166666.00,261960.00,145520.00,178570.00,135000.00,NA,297410.00,140910.00,838940.00,225000.00,280000.00,124440.00,666666.00,280000.00,367390.00,272058.00,555800.00,284090.00,NA,213060.00,189113.00,296500.00,137370.00,391410.00,747023.00,174633.00,386670.00,740000.00,513890.00,630000.00,525000.00,189540.00,165000.00,224120.00,368310.00,150309.00,177999.00,127500.00,141820.00,218750.00,440370.00,271000.00,153999.00,270470.00,305170.00,380000.00,178005.00,NA,183430.00,483800.00,322000.00
Jun-10,313890.00,474520.00,188000.00,229464.00,192499.00,326970.00,140000.00,335227.00,161176.00,106666.00,242856.00,132000.00,174999.00,146430.00,NA,310871.00,135555.00,840686.00,225000.00,257143.00,119130.00,583333.00,274000.00,390322.00,275000.00,566508.00,285879.00,NA,214335.00,194266.00,315000.00,141895.00,397911.00,848557.00,170549.00,445000.00,793000.00,468749.00,633000.00,507500.00,190333.00,170000.00,212832.00,366386.00,145806.00,171333.00,140000.00,140889.00,204167.00,450934.00,286249.00,132222.00,260870.00,292246.00,380000.00,175361.00,NA,185130.00,479630.00,310000.00
Jul-10,318550.00,458180.00,200000.00,235710.00,201667.00,318110.00,150000.00,325581.00,150000.00,182500.00,250000.00,144700.00,177999.00,140770.00,NA,331420.00,146666.00,822674.00,450000.00,239999.00,107780.00,400000.00,270000.00,391666.00,269117.00,568970.00,288186.00,NA,212570.00,185217.00,265000.00,144627.00,389437.00,777500.00,169459.00,395348.00,816000.00,400000.00,630000.00,510000.00,164500.00,154999.00,212963.00,370429.00,148148.00,172499.00,100000.00,130789.00,210416.00,444230.00,239705.00,158749.00,253150.00,295230.00,354525.00,171123.00,NA,183460.00,485310.00,310000.00
Aug-10,320860.00,440480.00,172500.00,243420.00,203125.00,313200.00,185000.00,290151.00,149880.00,134999.00,252780.00,142700.00,168570.00,132860.00,NA,336420.00,142500.00,794120.00,225000.00,258330.00,121870.00,333333.00,270000.00,394230.00,293749.00,561900.00,293580.00,NA,208120.00,184180.00,280000.00,144210.00,384700.00,709459.00,170000.00,369090.00,780000.00,536290.00,625000.00,514000.00,171180.00,130000.00,207090.00,378830.00,143098.00,175454.00,127500.00,138420.00,202778.00,434480.00,252778.00,131999.00,252750.00,290490.00,370000.00,172023.00,NA,183424.00,468310.00,310000.00
Sep-10,309720.00,424770.00,167500.00,225000.00,172222.00,310840.00,95000.00,296211.00,155060.00,180000.00,247220.00,130000.00,167860.00,127500.00,NA,355900.00,141670.00,797790.00,250000.00,232500.00,121070.00,500000.00,249950.00,347830.00,271153.00,557390.00,282594.00,NA,209660.00,180680.00,274000.00,141150.00,388850.00,717672.00,173670.00,369230.00,685000.00,513890.00,608000.00,527500.00,175420.00,145000.00,199700.00,369660.00,140972.00,161429.00,150000.00,131790.00,208333.00,453290.00,226190.00,150000.00,248050.00,295230.00,353000.00,170034.00,NA,181640.00,451400.00,315000.00
Oct-10,305150.00,444670.00,186670.00,244050.00,194999.00,289830.00,140000.00,275862.00,149460.00,126666.00,240280.00,135000.00,167780.00,125000.00,NA,333970.00,140000.00,757810.00,220000.00,304550.00,107500.00,500000.00,275000.00,344740.00,242646.00,519140.00,286231.00,NA,205150.00,178871.00,250000.00,140360.00,384570.00,736841.00,173134.00,371740.00,675000.00,431250.00,618500.00,502500.00,172860.00,142500.00,218180.00,351250.00,144321.00,154999.00,130000.00,123750.00,234999.00,426980.00,229999.00,121429.00,243540.00,282680.00,355000.00,166574.00,NA,179921.00,457970.00,300000.00
Nov-10,296480.00,434420.00,137500.00,208930.00,180000.00,281400.00,125000.00,289843.00,146020.00,125000.00,271880.00,130000.00,164000.00,113640.00,NA,302450.00,129000.00,861610.00,134999.00,251790.00,108890.00,750000.00,244000.00,334620.00,277272.00,541220.00,269805.00,NA,199340.00,181383.00,283450.00,138340.00,385490.00,766304.00,163283.00,358750.00,696000.00,416670.00,575000.00,535000.00,170910.00,190000.00,213260.00,349380.00,141923.00,155999.00,136670.00,121600.00,202083.00,453610.00,241304.00,125000.00,243370.00,281780.00,345000.00,163347.00,NA,174770.00,439790.00,299900.00
Dec-10,304770.00,412210.00,173330.00,230000.00,182000.00,287080.00,150000.00,298809.00,145280.00,118332.00,248440.00,125000.00,158000.00,113750.00,NA,328140.00,143080.00,753680.00,206250.00,220830.00,117500.00,450000.00,235000.00,350000.00,247499.00,499810.00,271875.00,NA,205220.00,177159.00,279900.00,134760.00,375790.00,721036.00,162500.00,377550.00,699500.00,453850.00,548000.00,512500.00,176870.00,163330.00,204290.00,344680.00,140361.00,159166.00,136670.00,131510.00,177777.00,441570.00,233928.00,138571.00,240970.00,278360.00,354200.00,163585.00,NA,178238.00,428840.00,297995.00
Jan-11,279220.00,363750.00,160000.00,180000.00,163333.00,257930.00,225000.00,279545.00,136020.00,190000.00,244790.00,127000.00,147140.00,107500.00,NA,305570.00,146150.00,657890.00,193333.00,225000.00,100620.00,625000.00,251850.00,313890.00,236538.00,511590.00,262778.00,NA,197550.00,169838.00,279000.00,138040.00,370100.00,632936.00,166129.00,342450.00,575000.00,362500.00,524000.00,425000.00,152140.00,145000.00,192170.00,338090.00,132962.00,175714.00,140000.00,113330.00,153749.00,411760.00,223809.00,128571.00,226840.00,268940.00,328750.00,156393.00,NA,173720.00,386390.00,285000.00
Feb-11,271370.00,392660.00,200000.00,190000.00,153333.00,267270.00,216666.00,248999.00,141360.00,85000.00,238890.00,125000.00,154000.00,123330.00,NA,286100.00,149230.00,632580.00,174999.00,200000.00,117270.00,562500.00,231000.00,354760.00,228124.00,496540.00,268852.00,NA,203640.00,167633.00,285000.00,131470.00,367770.00,645454.00,163210.00,328750.00,591500.00,380000.00,520000.00,452000.00,162110.00,140000.00,191780.00,315340.00,131428.00,137777.00,83330.00,120340.00,192499.00,389650.00,231999.00,122500.00,235790.00,266830.00,313400.00,155356.00,NA,174041.00,379250.00,282000.00
Mar-11,286550.00,420420.00,170000.00,222370.00,170000.00,273350.00,140000.00,278333.00,138120.00,110000.00,250000.00,127500.00,137270.00,94170.00,NA,282170.00,133530.00,826700.00,216666.00,192500.00,115290.00,1125000.00,255900.00,332610.00,211363.00,523610.00,254268.00,NA,201520.00,167457.00,247500.00,130690.00,383620.00,764535.00,155698.00,362700.00,666950.00,436360.00,550250.00,465000.00,154810.00,107500.00,193480.00,325910.00,135483.00,135262.00,125000.00,121950.00,151428.00,443920.00,221153.00,150833.00,232270.00,272600.00,345000.00,156089.00,NA,172730.00,418980.00,293000.00
Apr-11,294140.00,390960.00,130000.00,217040.00,157142.00,286320.00,125000.00,278124.00,130200.00,125000.00,225000.00,126750.00,136150.00,98330.00,NA,290600.00,135380.00,726060.00,225000.00,225000.00,103890.00,474999.00,255000.00,306820.00,208333.00,530140.00,270482.00,NA,199230.00,168378.00,261000.00,128900.00,378230.00,721311.00,163222.00,390180.00,700000.00,400000.00,578000.00,460000.00,153330.00,120000.00,189120.00,332650.00,134090.00,157999.00,110000.00,111600.00,171111.00,448440.00,241071.00,137777.00,237420.00,277300.00,360000.00,156895.00,NA,169460.00,421770.00,298850.00
May-11,292850.00,415830.00,171250.00,222620.00,147500.00,283950.00,160000.00,262000.00,136850.00,122000.00,250000.00,135000.00,137690.00,105560.00,NA,271540.00,116670.00,807140.00,180000.00,281250.00,111850.00,541667.00,250000.00,377270.00,252941.00,544700.00,255488.00,NA,200000.00,166243.00,275000.00,127380.00,382300.00,701922.00,162375.00,381450.00,800000.00,428950.00,599950.00,436250.00,151110.00,100000.00,191850.00,353750.00,136785.00,146363.00,117500.00,117960.00,181429.00,425000.00,236666.00,131111.00,233390.00,276680.00,349500.00,156854.00,NA,172110.00,440330.00,296500.00
Jun-11,296410.00,415300.00,152500.00,221050.00,198332.00,299360.00,208333.00,295454.00,135490.00,100000.00,243750.00,140000.00,154000.00,85620.00,NA,301300.00,122000.00,843080.00,208333.00,181430.00,114210.00,450000.00,285000.00,350000.00,226562.00,534680.00,267134.00,NA,202910.00,165329.00,249000.00,129570.00,377550.00,742646.00,165000.00,364750.00,735000.00,428570.00,623000.00,537500.00,156840.00,140000.00,189790.00,327430.00,137634.00,154545.00,87500.00,121520.00,166000.00,443290.00,236538.00,142727.00,232230.00,276230.00,367000.00,159597.00,NA,172800.00,454370.00,295000.00
Jul-11,297660.00,420150.00,170000.00,196430.00,150000.00,292620.00,173333.00,265150.00,137100.00,142500.00,233000.00,139950.00,114280.00,118890.00,NA,317060.00,92500.00,761030.00,180000.00,214280.00,113080.00,583333.00,250000.00,334780.00,222368.00,551510.00,265200.00,NA,200910.00,168090.00,242500.00,133950.00,375330.00,739753.00,161810.00,355620.00,729900.00,415620.00,607000.00,470000.00,154700.00,143330.00,190560.00,333490.00,130220.00,142000.00,131430.00,114230.00,177500.00,421880.00,235580.00,141538.00,228470.00,279280.00,338000.00,159789.00,NA,171670.00,432080.00,299000.00
Aug-11,297060.00,407420.00,145000.00,201320.00,163750.00,294060.00,110000.00,277680.00,141500.00,96428.00,223860.00,133950.00,130000.00,123640.00,NA,312900.00,128750.00,806550.00,196666.00,201920.00,126670.00,500000.00,252000.00,354760.00,210000.00,508910.00,264690.00,NA,202060.00,166680.00,239900.00,135030.00,369390.00,698629.00,159320.00,352310.00,742000.00,421430.00,595000.00,490000.00,162920.00,116670.00,197880.00,339200.00,140540.00,148000.00,123330.00,124680.00,161110.00,424400.00,233040.00,124000.00,224640.00,275100.00,364900.00,159585.00,NA,173670.00,430350.00,290000.00
Sep-11,288700.00,390440.00,130000.00,197690.00,161429.00,282000.00,190000.00,238750.00,139030.00,154999.00,250000.00,131000.00,141670.00,120000.00,NA,330610.00,125380.00,786580.00,170000.00,220000.00,120000.00,350000.00,280000.00,331820.00,225000.00,500000.00,263020.00,NA,199890.00,164120.00,272500.00,130820.00,364180.00,654850.00,165970.00,369770.00,640000.00,356520.00,569100.00,500000.00,167920.00,113330.00,188790.00,355670.00,133910.00,149000.00,131250.00,122940.00,152000.00,415220.00,235420.00,125000.00,221440.00,273660.00,350000.00,157765.00,NA,170650.00,413160.00,290000.00
Oct-11,277450.00,391710.00,147140.00,186150.00,180000.00,275710.00,163333.00,256580.00,140100.00,95000.00,228950.00,134000.00,138180.00,96500.00,NA,307970.00,132500.00,781250.00,220000.00,260710.00,121430.00,374999.00,266000.00,330430.00,214285.00,484390.00,255900.00,NA,195760.00,163160.00,268000.00,132210.00,357380.00,739918.00,156710.00,364540.00,672000.00,328570.00,549000.00,467500.00,146500.00,150000.00,191050.00,322600.00,133290.00,146470.00,112500.00,123080.00,175000.00,399160.00,202080.00,107500.00,227270.00,266650.00,350000.00,155038.00,NA,171000.00,398100.00,280000.00
Nov-11,279910.00,396990.00,190000.00,207950.00,148571.00,279330.00,250000.00,241670.00,141470.00,120000.00,223440.00,134320.00,152860.00,128750.00,NA,291260.00,103330.00,736410.00,150000.00,190000.00,117000.00,362499.00,270000.00,339470.00,235416.00,487610.00,258930.00,NA,200080.00,164700.00,245000.00,135280.00,356410.00,696917.00,154730.00,354170.00,735000.00,356250.00,560000.00,415000.00,154000.00,123330.00,190770.00,321290.00,136580.00,148235.00,105000.00,126670.00,157500.00,410530.00,206900.00,134545.00,221110.00,269440.00,337000.00,156316.00,NA,173150.00,404270.00,285000.00
Dec-11,288950.00,383430.00,142220.00,198750.00,161429.00,275180.00,154999.00,266410.00,136740.00,120000.00,227630.00,134950.00,131670.00,114170.00,NA,306950.00,106000.00,693880.00,200000.00,204170.00,106110.00,357142.00,275000.00,344830.00,226249.00,484630.00,253460.00,NA,203650.00,161840.00,259200.00,128450.00,359930.00,656609.00,159260.00,366670.00,595000.00,416670.00,535000.00,475000.00,148570.00,131250.00,190200.00,325260.00,135630.00,144444.00,132000.00,127660.00,156670.00,391060.00,228260.00,125714.00,221700.00,265830.00,362500.00,155824.00,NA,172430.00,389290.00,283000.00
Jan-12,271490.00,340600.00,135000.00,194000.00,156249.00,258430.00,140000.00,250000.00,128200.00,200000.00,220000.00,130000.00,140000.00,118570.00,NA,290900.00,113750.00,694440.00,160000.00,190000.00,112000.00,500000.00,280000.00,344740.00,205263.00,483510.00,259560.00,NA,196050.00,161080.00,260000.00,129920.00,350680.00,649999.00,160000.00,363640.00,578500.00,355770.00,495000.00,422500.00,151670.00,123330.00,184440.00,326920.00,134580.00,137856.00,110000.00,116670.00,147140.00,386870.00,195550.00,115999.00,212230.00,256000.00,344500.00,152427.00,NA,169280.00,361280.00,275000.00
Feb-12,268810.00,360670.00,176670.00,177860.00,170000.00,252150.00,120000.00,242570.00,139280.00,113333.00,232950.00,120650.00,144000.00,103640.00,NA,272690.00,103330.00,732140.00,206250.00,190000.00,119280.00,541667.00,265000.00,348000.00,205263.00,485380.00,251450.00,NA,200730.00,163530.00,255500.00,132500.00,362470.00,665492.00,161040.00,354350.00,582500.00,345000.00,530000.00,499950.00,141900.00,123330.00,179020.00,324710.00,129863.00,134666.00,85000.00,119330.00,165000.00,392350.00,197500.00,122000.00,216520.00,264430.00,340000.00,153620.00,NA,172600.00,374430.00,280000.00
Mar-12,295630.00,372220.00,118750.00,200000.00,154285.00,283010.00,146666.00,277270.00,134690.00,95000.00,223330.00,132380.00,139090.00,110000.00,NA,272920.00,125000.00,672620.00,136666.00,225000.00,115290.00,500000.00,314900.00,351470.00,240475.00,485300.00,267470.00,NA,211350.00,166760.00,232350.00,131640.00,363710.00,701171.00,158480.00,380140.00,677900.00,429410.00,575250.00,482160.00,148420.00,110000.00,194310.00,317650.00,134650.00,146315.00,108000.00,122630.00,165000.00,417020.00,213040.00,130714.00,231270.00,276270.00,380000.00,157312.00,NA,179500.00,412220.00,291000.00
Apr-12,312500.00,412590.00,183330.00,197620.00,133749.00,317140.00,134999.00,257410.00,140100.00,154999.00,240280.00,146000.00,152940.00,113330.00,NA,286800.00,137500.00,783850.00,173333.00,209090.00,120000.00,525000.00,280000.00,363890.00,188000.00,513950.00,276150.00,NA,213950.00,168820.00,287450.00,132030.00,369910.00,782738.00,164730.00,360670.00,745000.00,390380.00,636000.00,475000.00,164540.00,103330.00,191220.00,343750.00,138650.00,148333.00,160000.00,131360.00,160000.00,427320.00,238890.00,128888.00,237320.00,289700.00,359900.00,161860.00,NA,181770.00,453330.00,305000.00
May-12,316460.00,430340.00,160000.00,211290.00,170000.00,345180.00,153333.00,277270.00,141580.00,98749.00,229810.00,137500.00,143330.00,128000.00,NA,282930.00,124290.00,791670.00,150000.00,254540.00,119410.00,625000.00,295000.00,343750.00,223863.00,538340.00,275000.00,NA,213240.00,169230.00,275000.00,134660.00,379800.00,785714.00,163040.00,382470.00,775000.00,517540.00,643500.00,500000.00,161480.00,152500.00,192980.00,342520.00,137860.00,143182.00,124000.00,127020.00,160000.00,424630.00,228850.00,122857.00,243600.00,289280.00,401000.00,162286.00,NA,180530.00,472820.00,305000.00
Jun-12,320990.00,459760.00,146670.00,221050.00,152999.00,341100.00,160000.00,252840.00,150000.00,162000.00,251140.00,144450.00,136870.00,116870.00,NA,315390.00,128890.00,823980.00,208333.00,257140.00,107730.00,483333.00,289000.00,357410.00,267045.00,567910.00,287630.00,NA,219850.00,172520.00,261900.00,138110.00,388100.00,813559.00,163870.00,387500.00,825000.00,522440.00,695000.00,495000.00,177500.00,120000.00,208020.00,359570.00,139520.00,152857.00,140000.00,129070.00,157780.00,429520.00,246870.00,140000.00,248380.00,298100.00,389000.00,167122.00,NA,186800.00,496010.00,316000.00
Jul-12,334220.00,473600.00,200000.00,215740.00,191249.00,364020.00,180000.00,280830.00,149060.00,130000.00,229690.00,141500.00,141000.00,135450.00,NA,334190.00,118330.00,845980.00,154999.00,235000.00,133330.00,450000.00,280750.00,419230.00,232352.00,551160.00,291670.00,NA,223740.00,176500.00,272000.00,145710.00,392380.00,787791.00,168170.00,423530.00,801500.00,530610.00,690000.00,575000.00,161430.00,132500.00,196110.00,352780.00,143100.00,154999.00,95000.00,120000.00,186670.00,425480.00,255560.00,135555.00,250210.00,309390.00,432000.00,170162.00,NA,191130.00,503190.00,325000.00
Aug-12,343800.00,466760.00,175000.00,226090.00,166666.00,334080.00,180000.00,268380.00,151110.00,160000.00,218750.00,155000.00,153330.00,125560.00,NA,344770.00,127500.00,806450.00,225000.00,206250.00,123330.00,593750.00,317500.00,385710.00,231481.00,567710.00,288030.00,NA,227740.00,184000.00,335000.00,143470.00,389540.00,759615.00,168120.00,386180.00,777500.00,533330.00,666750.00,540000.00,165480.00,127270.00,202240.00,385610.00,147850.00,147647.00,89170.00,133560.00,204690.00,437880.00,264580.00,141818.00,258320.00,314870.00,415000.00,174108.00,NA,192940.00,488670.00,330000.00
