Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
Apr-00,237057.00,371064.00,NA,124400.00,NA,NA,NA,NA,101143.00,NA,123000.00,88928.00,NA,118888.00,NA,197372.00,NA,634656.00,NA,182000.00,98999.00,NA,375000.00,284374.00,NA,317235.00,228076.00,NA,144394.00,138234.00,315384.00,117488.00,260625.00,538732.00,156326.00,257143.00,650000.00,307144.00,555444.00,425000.00,117142.00,108571.00,180545.00,292696.00,124800.00,NA,NA,NA,NA,304819.00,NA,NA,182680.00,214817.00,379750.00,NA,NA,133344.00,445103.00,235000.00
May-00,240467.00,369383.00,NA,130666.00,NA,NA,NA,NA,103780.00,NA,129200.00,76533.00,NA,117691.00,NA,184576.00,NA,675403.00,NA,152499.00,96666.00,NA,340000.00,317742.00,NA,324188.00,224450.00,NA,158249.00,142407.00,359999.00,115626.00,276651.00,549157.00,151922.00,240178.00,650000.00,333900.00,528000.00,462500.00,113055.00,91250.00,191128.00,318981.00,129638.00,NA,NA,NA,NA,288775.00,NA,NA,183710.00,212703.00,400000.00,NA,NA,138992.00,444900.00,234500.00
Jun-00,243102.00,391288.00,NA,133333.00,NA,NA,NA,NA,105625.00,NA,121429.00,88461.00,NA,121053.00,NA,218166.00,NA,638297.00,NA,173999.00,107500.00,NA,330000.00,297221.00,NA,323648.00,219932.00,NA,154360.00,145424.00,348571.00,118078.00,271920.00,576823.00,157803.00,249657.00,575000.00,329346.00,540000.00,420000.00,123437.00,110000.00,195151.00,338194.00,133129.00,NA,NA,NA,NA,322514.00,NA,NA,186390.00,222598.00,365000.00,NA,NA,139776.00,450785.00,245000.00
Jul-00,242097.00,372433.00,NA,140952.00,NA,NA,NA,NA,98584.00,NA,133571.00,93414.00,NA,125000.00,NA,224681.00,NA,647727.00,NA,171666.00,113076.00,NA,350000.00,298332.00,NA,318267.00,219256.00,NA,155636.00,149116.00,336111.00,117821.00,271755.00,489024.00,163000.00,252326.00,595000.00,261261.00,545000.00,475500.00,118332.00,98333.00,196490.00,318333.00,134361.00,NA,NA,NA,NA,297540.00,NA,NA,186480.00,217131.00,390250.00,NA,NA,138741.00,442082.00,235000.00
Aug-00,254686.00,359120.00,NA,138332.00,NA,NA,NA,NA,111133.00,NA,136428.00,92894.00,NA,128181.00,NA,233351.00,NA,632978.00,NA,165714.00,113999.00,NA,309000.00,295832.00,NA,324695.00,227222.00,NA,162584.00,149339.00,373809.00,121522.00,276982.00,523196.00,158607.00,269607.00,602000.00,333442.00,520000.00,454500.00,125714.00,96666.00,203306.00,328214.00,140602.00,NA,NA,NA,NA,297395.00,NA,NA,195630.00,223885.00,359750.00,NA,NA,142147.00,440087.00,250000.00
Sep-00,246533.00,361250.00,NA,136538.00,NA,NA,NA,NA,108169.00,NA,132916.00,94242.00,NA,140000.00,NA,245860.00,NA,626811.00,NA,177499.00,110833.00,NA,324000.00,334091.00,NA,326737.00,223275.00,NA,163774.00,149967.00,345000.00,124741.00,268363.00,479729.00,171922.00,279787.00,586000.00,252066.00,500000.00,466500.00,116730.00,116666.00,202083.00,344444.00,137078.00,NA,NA,NA,NA,297088.00,NA,NA,195310.00,219173.00,390000.00,NA,NA,145214.00,431832.00,240000.00
Oct-00,251217.00,393343.00,NA,148181.00,NA,NA,NA,NA,118643.00,NA,136451.00,93571.00,NA,123571.00,NA,216145.00,NA,638157.00,NA,185000.00,125263.00,NA,382000.00,314815.00,NA,321810.00,231849.00,NA,162780.00,149878.00,379166.00,127600.00,279058.00,513095.00,168792.00,279166.00,620000.00,249286.00,526950.00,457000.00,124375.00,111999.00,208863.00,334252.00,138782.00,NA,NA,NA,NA,303395.00,NA,NA,198660.00,216527.00,402500.00,NA,NA,145135.00,447459.00,239900.00
Nov-00,250662.00,406364.00,NA,136249.00,NA,NA,NA,NA,104531.00,NA,139166.00,88139.00,NA,131052.00,NA,213119.00,NA,660156.00,NA,147500.00,110000.00,NA,340000.00,322916.00,NA,316773.00,237856.00,NA,170758.00,152972.00,355555.00,121206.00,280492.00,558219.00,184047.00,265555.00,585000.00,420561.00,548250.00,450000.00,123636.00,148000.00,208219.00,347345.00,141549.00,NA,NA,NA,NA,293370.00,NA,NA,197710.00,219776.00,397000.00,NA,NA,145253.00,464236.00,241500.00
Dec-00,248354.00,410952.00,NA,148095.00,NA,NA,NA,NA,106202.00,NA,133636.00,90694.00,NA,134999.00,NA,221340.00,NA,658653.00,NA,167500.00,121667.00,NA,366500.00,300000.00,NA,322046.00,235833.00,NA,162607.00,149827.00,365714.00,118965.00,278906.00,551948.00,172727.00,268382.00,625000.00,298639.00,535000.00,477000.00,121429.00,120000.00,208854.00,335416.00,146718.00,NA,NA,NA,NA,298450.00,NA,NA,190240.00,214422.00,415000.00,NA,NA,141017.00,452396.00,231500.00
Jan-01,244112.00,391303.00,NA,142222.00,188571.00,NA,NA,NA,101200.00,NA,137332.00,85952.00,NA,114444.00,NA,213796.00,NA,662878.00,NA,180000.00,123750.00,NA,352000.00,335294.00,229166.00,326470.00,241802.00,NA,155660.00,152052.00,365517.00,113863.00,282176.00,564453.00,185135.00,280624.00,649950.00,379052.00,574000.00,467880.00,122286.00,92500.00,211956.00,339473.00,140968.00,NA,NA,NA,NA,289285.00,NA,NA,197920.00,214431.00,397600.00,NA,NA,134286.00,453991.00,233050.00
Feb-01,241693.00,400962.00,NA,142308.00,197499.00,NA,NA,NA,102909.00,NA,139090.00,96499.00,NA,137142.00,NA,213684.00,NA,668749.00,NA,154999.00,131999.00,NA,358950.00,301923.00,220238.00,328904.00,241666.00,NA,161846.00,163600.00,377499.00,118118.00,285922.00,573529.00,187575.00,294374.00,671000.00,360603.00,552000.00,480000.00,122500.00,110000.00,223287.00,375268.00,149677.00,NA,NA,NA,NA,289499.00,NA,NA,198470.00,221303.00,410000.00,NA,NA,141639.00,466938.00,238000.00
Mar-01,257548.00,421542.00,NA,149166.00,176666.00,NA,NA,NA,112257.00,NA,134499.00,95238.00,NA,132499.00,NA,216504.00,NA,662499.00,NA,175999.00,122143.00,NA,335000.00,315000.00,238888.00,346730.00,255385.00,NA,164951.00,166875.00,361764.00,127226.00,285534.00,581395.00,189354.00,286922.00,612500.00,357943.00,565000.00,499000.00,132618.00,92500.00,229279.00,361654.00,155692.00,NA,NA,NA,NA,299050.00,NA,NA,207620.00,230831.00,400000.00,NA,NA,145362.00,473912.00,257000.00
Apr-01,255310.00,426373.00,NA,141579.00,183333.00,NA,NA,NA,117499.00,NA,142857.00,101875.00,NA,140000.00,NA,213628.00,NA,726851.00,NA,197499.00,127143.00,NA,340000.00,326000.00,262500.00,348414.00,263021.00,NA,171052.00,172235.00,367391.00,127434.00,300938.00,593160.00,197948.00,278378.00,595000.00,384062.00,525500.00,530000.00,131333.00,98333.00,240089.00,347014.00,154999.00,NA,NA,NA,NA,300641.00,NA,NA,198620.00,229638.00,402500.00,NA,NA,152498.00,463207.00,251000.00
May-01,255857.00,394444.00,NA,149600.00,187500.00,NA,NA,NA,116978.00,NA,135277.00,99305.00,NA,147692.00,NA,212274.00,NA,671874.00,NA,205000.00,121429.00,NA,352500.00,355263.00,242423.00,355043.00,243181.00,NA,179847.00,172235.00,379411.00,130446.00,293312.00,557243.00,186666.00,275000.00,589000.00,300761.00,532000.00,505000.00,134893.00,140000.00,235688.00,361458.00,160000.00,NA,NA,NA,NA,317677.00,NA,NA,204050.00,234765.00,435000.00,NA,NA,158169.00,461369.00,259000.00
Jun-01,267412.00,405389.00,NA,153636.00,188000.00,NA,NA,NA,117640.00,NA,140455.00,99599.00,NA,138666.00,NA,244664.00,NA,685810.00,NA,252273.00,142000.00,NA,340000.00,329032.00,266176.00,355252.00,257422.00,NA,184446.00,179270.00,355263.00,133956.00,301185.00,555435.00,196481.00,299527.00,584500.00,346395.00,547500.00,473500.00,131399.00,130000.00,240584.00,362654.00,165294.00,NA,NA,NA,NA,323770.00,NA,NA,205710.00,243526.00,384500.00,NA,NA,162103.00,473139.00,269900.00
Jul-01,267517.00,404872.00,NA,154374.00,252500.00,NA,NA,NA,126753.00,NA,151333.00,102763.00,NA,135833.00,NA,252020.00,NA,687499.00,NA,233333.00,131428.00,NA,375000.00,304762.00,256250.00,359110.00,243975.00,NA,178279.00,177017.00,365384.00,134593.00,308696.00,556930.00,188571.00,298437.00,591000.00,441566.00,525000.00,522500.00,135454.00,125000.00,244160.00,366399.00,167470.00,NA,NA,NA,NA,338554.00,NA,NA,205880.00,243693.00,449000.00,NA,NA,159341.00,468331.00,270875.00
Aug-01,282421.00,408836.00,NA,153103.00,185000.00,NA,NA,NA,122716.00,NA,142083.00,110515.00,NA,151666.00,NA,254947.00,NA,682064.00,NA,213889.00,139230.00,NA,350000.00,342647.00,263970.00,367695.00,270833.00,NA,181035.00,177911.00,350000.00,132461.00,313389.00,536765.00,199244.00,284821.00,575000.00,417599.00,510000.00,472500.00,132407.00,125555.00,245129.00,351874.00,163708.00,NA,NA,NA,NA,343049.00,NA,NA,202720.00,245718.00,399000.00,NA,NA,160652.00,462573.00,276000.00
Sep-01,275624.00,385210.00,NA,158635.00,175999.00,NA,NA,NA,129866.00,NA,145714.00,101884.00,NA,134999.00,NA,276206.00,NA,672101.00,NA,182500.00,132941.00,NA,380000.00,384090.00,262838.00,356230.00,260185.00,NA,195097.00,174398.00,388094.00,131104.00,314646.00,519578.00,190399.00,302419.00,571000.00,302479.00,500000.00,470000.00,135151.00,100000.00,244564.00,356164.00,169833.00,NA,NA,NA,NA,343662.00,NA,NA,207350.00,249427.00,425000.00,NA,NA,166653.00,449405.00,272500.00
Oct-01,263020.00,388753.00,NA,149375.00,196666.00,NA,NA,NA,124627.00,NA,145714.00,105901.00,NA,138888.00,NA,244995.00,NA,639344.00,NA,227083.00,138823.00,NA,345000.00,325000.00,239422.00,356688.00,255208.00,NA,178825.00,175513.00,369999.00,133785.00,294246.00,515060.00,194249.00,295832.00,582000.00,317978.00,480000.00,475000.00,134827.00,132307.00,237194.00,356818.00,170123.00,NA,NA,NA,NA,329444.00,NA,NA,204330.00,237773.00,390000.00,NA,NA,157461.00,441176.00,260000.00
Nov-01,270210.00,389887.00,NA,154799.00,188571.00,NA,NA,NA,130689.00,NA,154545.00,101786.00,NA,147777.00,NA,239008.00,NA,648333.00,NA,170000.00,149375.00,NA,350000.00,371428.00,257895.00,356335.00,262222.00,NA,187220.00,177342.00,358695.00,138922.00,298057.00,550324.00,200806.00,309574.00,569500.00,310680.00,498800.00,490000.00,136571.00,130000.00,233514.00,355468.00,164545.00,NA,NA,NA,NA,341562.00,NA,NA,206410.00,243376.00,399000.00,NA,NA,162736.00,452263.00,269000.00
Dec-01,281332.00,394957.00,NA,152631.00,188000.00,NA,NA,NA,128630.00,NA,141875.00,105438.00,NA,132999.00,NA,255191.00,NA,665254.00,NA,197999.00,117856.00,NA,350000.00,337931.00,255882.00,360836.00,259914.00,NA,183627.00,178283.00,342105.00,137889.00,311835.00,536765.00,200943.00,305814.00,574950.00,336700.00,495000.00,470000.00,140500.00,123333.00,243181.00,349248.00,165652.00,NA,NA,NA,NA,317836.00,NA,NA,214100.00,244761.00,399000.00,NA,NA,162244.00,452474.00,274000.00
Jan-02,287076.00,390576.00,NA,158332.00,203571.00,NA,NA,NA,128888.00,NA,157142.00,107391.00,NA,146000.00,NA,258972.00,NA,643616.00,NA,200000.00,137499.00,NA,365000.00,343750.00,264285.00,362007.00,258750.00,NA,179024.00,179385.00,355555.00,136576.00,304155.00,487499.00,198787.00,327000.00,570000.00,366906.00,493500.00,475000.00,142500.00,133333.00,239822.00,353461.00,168181.00,NA,NA,95000.00,NA,329341.00,NA,NA,220230.00,250362.00,410000.00,NA,NA,156654.00,449052.00,274950.00
Feb-02,294865.00,405181.00,NA,163684.00,193333.00,NA,NA,NA,134038.00,NA,148000.00,103962.00,NA,148750.00,NA,251811.00,NA,625000.00,NA,208333.00,146923.00,NA,400000.00,335714.00,269444.00,369821.00,271875.00,NA,184715.00,182840.00,356666.00,131963.00,326731.00,503623.00,207792.00,300000.00,575000.00,430265.00,520000.00,484050.00,138181.00,133333.00,241666.00,365957.00,174848.00,NA,NA,98333.00,NA,337368.00,NA,NA,224840.00,265587.00,439000.00,NA,NA,163256.00,464169.00,290000.00
Mar-02,305838.00,403448.00,NA,174090.00,192857.00,NA,NA,NA,131818.00,NA,147368.00,112711.00,NA,144286.00,NA,253609.00,NA,704545.00,NA,232142.00,143750.00,NA,366000.00,351020.00,257143.00,379278.00,266791.00,NA,192422.00,187196.00,368333.00,134868.00,338414.00,593160.00,206308.00,327206.00,612500.00,417020.00,535000.00,497000.00,143571.00,122500.00,250926.00,367942.00,177113.00,NA,NA,108500.00,NA,336345.00,NA,NA,235470.00,271657.00,423000.00,NA,NA,166280.00,485311.00,297500.00
Apr-02,317121.00,455749.00,NA,165789.00,197999.00,NA,NA,NA,127272.00,NA,155555.00,106913.00,NA,160000.00,NA,260195.00,NA,754167.00,NA,207143.00,144000.00,NA,358550.00,365999.00,273214.00,392999.00,267187.00,NA,196304.00,195953.00,362499.00,137939.00,345537.00,579724.00,211250.00,320225.00,641000.00,532909.00,550000.00,491000.00,160968.00,110000.00,260271.00,376157.00,177529.00,NA,NA,110000.00,NA,355075.00,NA,NA,238450.00,279519.00,399000.00,NA,NA,164779.00,499835.00,310000.00
May-02,319591.00,447773.00,NA,171904.00,194285.00,NA,NA,NA,134444.00,NA,161538.00,115256.00,NA,157777.00,NA,251712.00,NA,730931.00,NA,262500.00,153076.00,NA,367500.00,389188.00,277083.00,409177.00,287375.00,NA,200086.00,206486.00,384999.00,141828.00,370312.00,635551.00,225173.00,334810.00,645000.00,352356.00,578750.00,532000.00,151999.00,123333.00,267835.00,379019.00,182551.00,NA,NA,116666.00,NA,364040.00,NA,NA,241190.00,279797.00,440000.00,NA,NA,175097.00,509243.00,314900.00
Jun-02,324638.00,471222.00,NA,176363.00,219117.00,NA,NA,NA,148947.00,NA,174615.00,116295.00,NA,193999.00,NA,286326.00,NA,722876.00,NA,198888.00,157856.00,NA,400000.00,424193.00,289843.00,428608.00,292592.00,NA,208197.00,216613.00,372618.00,144109.00,368654.00,620967.00,232024.00,348701.00,629000.00,409165.00,575000.00,520000.00,156764.00,135714.00,273046.00,389062.00,189876.00,NA,NA,115714.00,NA,361697.00,NA,NA,242170.00,286487.00,439000.00,NA,NA,181932.00,525163.00,325500.00
Jul-02,321903.00,464999.00,NA,185789.00,228124.00,NA,NA,NA,145671.00,NA,177499.00,117030.00,NA,166154.00,NA,291245.00,NA,744844.00,NA,217500.00,157058.00,NA,366500.00,386956.00,293420.00,430239.00,289150.00,NA,211339.00,214482.00,369767.00,148945.00,376251.00,614436.00,227007.00,335937.00,635000.00,420046.00,560000.00,535000.00,147857.00,134999.00,276050.00,389582.00,191910.00,NA,NA,119374.00,NA,395708.00,NA,NA,248890.00,285087.00,437500.00,NA,NA,182453.00,505598.00,319000.00
Aug-02,334273.00,460958.00,NA,187777.00,235714.00,NA,NA,NA,150166.00,NA,170000.00,127143.00,NA,163077.00,NA,304918.00,NA,730669.00,NA,252778.00,154117.00,NA,395000.00,388775.00,287142.00,432768.00,307727.00,NA,211282.00,221107.00,369117.00,145980.00,378834.00,594890.00,232993.00,364285.00,655000.00,448660.00,540000.00,539500.00,151860.00,152857.00,277321.00,392561.00,193764.00,NA,NA,123421.00,NA,388693.00,NA,NA,231710.00,287503.00,429000.00,NA,NA,181285.00,497041.00,318000.00
Sep-02,322452.00,459832.00,NA,185714.00,229999.00,NA,NA,NA,151384.00,NA,180870.00,125082.00,NA,193749.00,NA,325418.00,NA,728895.00,NA,252273.00,171111.00,NA,398000.00,393902.00,301724.00,428988.00,292582.00,NA,213328.00,225553.00,385713.00,154986.00,383075.00,597098.00,235083.00,369642.00,637500.00,350649.00,550000.00,532000.00,160400.00,142857.00,287930.00,386538.00,196351.00,NA,NA,114499.00,NA,393442.00,NA,NA,248790.00,288543.00,447500.00,NA,NA,188057.00,496432.00,321000.00
Oct-02,324672.00,452391.00,NA,182105.00,239062.00,NA,NA,NA,158627.00,NA,181111.00,128026.00,NA,170624.00,NA,294631.00,NA,730654.00,NA,240624.00,170000.00,NA,382500.00,395237.00,289814.00,429023.00,294185.00,NA,212534.00,223006.00,377940.00,154136.00,378293.00,610294.00,234601.00,348684.00,600000.00,459291.00,535000.00,520000.00,170249.00,135999.00,288533.00,381531.00,195463.00,NA,NA,118571.00,NA,391122.00,NA,NA,248470.00,290184.00,437500.00,NA,NA,184004.00,497133.00,321450.00
Nov-02,328440.00,450990.00,NA,192666.00,233333.00,NA,NA,NA,156229.00,NA,183077.00,131666.00,NA,182000.00,NA,288319.00,NA,743242.00,NA,260416.00,177999.00,NA,375000.00,398717.00,328571.00,427126.00,308163.00,NA,225378.00,225000.00,378124.00,157278.00,378036.00,616228.00,229094.00,358552.00,615000.00,378370.00,530000.00,510000.00,169600.00,131666.00,284878.00,381614.00,198461.00,NA,NA,116128.00,NA,387349.00,NA,NA,256060.00,292584.00,429000.00,NA,NA,188904.00,490500.00,319900.00
Dec-02,338836.00,453079.00,NA,200000.00,233928.00,NA,NA,NA,150526.00,NA,182273.00,130517.00,NA,186154.00,NA,307489.00,NA,668631.00,NA,246874.00,167857.00,NA,365000.00,401923.00,343181.00,428313.00,297618.00,NA,218657.00,226899.00,397499.00,153868.00,381440.00,588235.00,233147.00,363559.00,597000.00,372587.00,532750.00,518250.00,165769.00,131666.00,287294.00,382376.00,202419.00,NA,NA,112580.00,NA,400407.00,NA,NA,253560.00,293910.00,415000.00,NA,NA,185623.00,489502.00,324000.00
Jan-03,336212.00,441025.00,NA,186923.00,226923.00,NA,NA,NA,158541.00,NA,183571.00,126379.00,NA,172857.00,NA,302861.00,NA,679824.00,185000.00,246874.00,186666.00,NA,409000.00,462499.00,330000.00,442753.00,296773.00,NA,214921.00,227403.00,393749.00,160694.00,385848.00,596649.00,232568.00,371874.00,597500.00,403850.00,510000.00,512000.00,171481.00,153333.00,279064.00,394656.00,202381.00,NA,NA,118845.00,229166.00,403043.00,NA,NA,254400.00,297528.00,435000.00,NA,NA,185249.00,481997.00,270000.00
Feb-03,326645.00,439080.00,NA,189090.00,227272.00,NA,NA,NA,158166.00,NA,181538.00,129555.00,NA,157999.00,NA,291928.00,NA,704860.00,140000.00,309091.00,178888.00,NA,369900.00,410714.00,279999.00,447885.00,289178.00,NA,225289.00,228820.00,379031.00,154696.00,385167.00,613013.00,231122.00,364583.00,620750.00,455671.00,535000.00,525000.00,176538.00,150000.00,291413.00,392085.00,203571.00,NA,NA,118799.00,214583.00,397058.00,NA,NA,262770.00,306346.00,430000.00,NA,NA,188548.00,485225.00,280000.00
Mar-03,351130.00,471632.00,NA,216428.00,250000.00,NA,NA,NA,166301.00,NA,189583.00,137212.00,NA,184444.00,NA,290523.00,NA,716953.00,183333.00,272222.00,175333.00,NA,396500.00,440384.00,306667.00,448596.00,299241.00,NA,236698.00,233451.00,371738.00,159385.00,394491.00,613189.00,232542.00,367762.00,631000.00,489304.00,544500.00,522500.00,180278.00,170000.00,297767.00,394750.00,200221.00,NA,NA,124687.00,219444.00,412000.00,NA,NA,265220.00,318575.00,425000.00,NA,NA,197925.00,510135.00,295000.00
Apr-03,364040.00,471715.00,NA,209259.00,253125.00,NA,NA,NA,169545.00,NA,194374.00,133787.00,NA,207692.00,NA,305047.00,NA,739077.00,165000.00,270833.00,186470.00,NA,425000.00,482608.00,295312.00,464216.00,301304.00,NA,241805.00,236293.00,381578.00,164671.00,394986.00,633870.00,245696.00,394680.00,634000.00,570517.00,540000.00,541000.00,186250.00,161667.00,294424.00,409052.00,216025.00,NA,NA,132187.00,210714.00,489682.00,NA,NA,277720.00,333771.00,465000.00,NA,NA,203448.00,532729.00,307500.00
May-03,367630.00,471005.00,NA,225581.00,239285.00,NA,NA,NA,170307.00,NA,211184.00,137428.00,NA,202273.00,NA,300669.00,NA,703512.00,187500.00,271428.00,193333.00,NA,415000.00,437037.00,321875.00,469925.00,315546.00,NA,247092.00,241465.00,378378.00,167035.00,408483.00,637907.00,242104.00,384482.00,650000.00,453030.00,540000.00,535000.00,195789.00,145000.00,312258.00,423809.00,217755.00,NA,NA,126774.00,227380.00,457142.00,NA,NA,282580.00,334737.00,450000.00,NA,NA,209667.00,529456.00,309900.00
Jun-03,374530.00,488474.00,NA,211363.00,252273.00,NA,NA,NA,178856.00,NA,198181.00,146557.00,NA,190909.00,NA,340955.00,NA,747158.00,194999.00,275000.00,190769.00,NA,417000.00,453703.00,317647.00,482421.00,350961.00,NA,258848.00,251913.00,412000.00,173743.00,419316.00,632867.00,249177.00,393451.00,680000.00,452795.00,562000.00,550000.00,198332.00,167143.00,299846.00,440728.00,220077.00,NA,NA,137142.00,237499.00,455418.00,NA,NA,288490.00,341512.00,480000.00,NA,NA,219953.00,552430.00,315000.00
Jul-03,381940.00,486363.00,NA,233749.00,259375.00,NA,NA,NA,181379.00,NA,217361.00,148867.00,NA,215000.00,NA,364344.00,NA,772059.00,180000.00,267500.00,190869.00,NA,445000.00,457692.00,320833.00,496519.00,334589.00,NA,258106.00,247410.00,397058.00,176683.00,430473.00,647222.00,258654.00,396534.00,663000.00,544654.00,549000.00,540000.00,209091.00,174999.00,315714.00,436690.00,227060.00,NA,NA,142500.00,225000.00,458597.00,NA,NA,289160.00,351942.00,475000.00,NA,NA,224070.00,544325.00,329900.00
Aug-03,406140.00,483883.00,NA,221078.00,263333.00,NA,NA,NA,184383.00,NA,212162.00,158447.00,NA,227173.00,NA,377989.00,NA,741141.00,190000.00,261111.00,200714.00,NA,470000.00,486206.00,304167.00,527881.00,348351.00,NA,268839.00,255152.00,393242.00,185513.00,444227.00,642857.00,262963.00,402778.00,645000.00,529607.00,560000.00,549900.00,204878.00,182000.00,325926.00,436410.00,230440.00,NA,NA,144375.00,254000.00,480407.00,NA,NA,295770.00,361789.00,495000.00,NA,NA,231828.00,550974.00,339000.00
Sep-03,384690.00,483461.00,NA,230920.00,270833.00,NA,NA,NA,176476.00,NA,226315.00,148192.00,NA,234782.00,NA,406301.00,NA,747663.00,237499.00,331818.00,190714.00,NA,460000.00,488234.00,337500.00,523794.00,346010.00,NA,265837.00,256165.00,388749.00,183762.00,433818.00,629629.00,253767.00,387894.00,659000.00,446281.00,550000.00,545000.00,206451.00,145000.00,328385.00,438636.00,228358.00,NA,NA,133076.00,237878.00,494470.00,NA,NA,301410.00,354157.00,480000.00,NA,NA,227139.00,546231.00,330000.00
Oct-03,379120.00,478347.00,NA,239903.00,256818.00,NA,NA,NA,177653.00,NA,227419.00,145517.00,NA,226851.00,NA,359477.00,NA,732797.00,182500.00,289583.00,210294.00,NA,450000.00,474999.00,298863.00,529128.00,346428.00,NA,269961.00,257440.00,418000.00,185421.00,449345.00,652127.00,261646.00,401724.00,645000.00,422875.00,559000.00,545000.00,204605.00,168000.00,329577.00,431286.00,226365.00,NA,NA,145294.00,235810.00,470512.00,NA,NA,296040.00,351027.00,470000.00,NA,NA,231086.00,545371.00,326000.00
Nov-03,384470.00,485191.00,NA,235714.00,280555.00,NA,NA,NA,192916.00,NA,214655.00,154285.00,NA,226470.00,NA,352761.00,NA,750000.00,214285.00,306250.00,195555.00,NA,457000.00,483928.00,322000.00,533837.00,353543.00,NA,271739.00,260013.00,436363.00,185924.00,454625.00,648611.00,264612.00,403191.00,665000.00,404157.00,556000.00,530500.00,198845.00,171666.00,334892.00,449159.00,226256.00,NA,NA,131034.00,251923.00,474999.00,NA,NA,300610.00,353175.00,485000.00,NA,NA,231395.00,556979.00,330000.00
Dec-03,401720.00,491495.00,NA,221969.00,323529.00,NA,NA,NA,198823.00,NA,214062.00,150153.00,NA,218750.00,NA,378200.00,NA,810484.00,208333.00,268750.00,201923.00,NA,465000.00,458064.00,327941.00,546527.00,349382.00,NA,277239.00,267320.00,433333.00,188974.00,466030.00,671052.00,260517.00,433333.00,675900.00,395299.00,565000.00,549000.00,207979.00,208333.00,330625.00,456578.00,238446.00,NA,NA,143333.00,247916.00,488695.00,NA,NA,310050.00,356069.00,498500.00,NA,NA,237287.00,564310.00,333000.00
Jan-04,404460.00,489603.00,NA,238970.00,287499.00,NA,NA,NA,179482.00,NA,196363.00,141625.00,NA,222222.00,NA,381935.00,NA,741802.00,237499.00,307692.00,197856.00,NA,485000.00,457142.00,310000.00,580922.00,366128.00,NA,289300.00,262213.00,413333.00,191443.00,468450.00,648674.00,259408.00,420370.00,675000.00,497221.00,555000.00,585000.00,222916.00,160000.00,338181.00,454799.00,237499.00,NA,NA,157407.00,260714.00,495988.00,NA,NA,303060.00,369376.00,524000.00,NA,NA,241752.00,552699.00,338000.00
Feb-04,391550.00,530746.00,NA,235483.00,296428.00,NA,NA,NA,207339.00,NA,232291.00,160000.00,NA,220454.00,NA,371042.00,NA,765625.00,256250.00,300000.00,187500.00,NA,470000.00,469444.00,313889.00,594234.00,352912.00,NA,294726.00,277821.00,438000.00,195793.00,479545.00,671195.00,268243.00,447058.00,690000.00,506757.00,565000.00,567000.00,211274.00,182500.00,341481.00,455462.00,233453.00,NA,NA,138799.00,244117.00,528646.00,NA,NA,316520.00,375416.00,500000.00,NA,NA,250231.00,577193.00,343380.00
Mar-04,428060.00,528871.00,248213.00,237244.00,287499.00,NA,NA,NA,211232.00,NA,234558.00,164925.00,NA,223000.00,NA,371789.00,NA,828629.00,237499.00,300000.00,201429.00,NA,500000.00,492707.00,334375.00,623176.00,387058.00,NA,320268.00,286999.00,472580.00,207388.00,494025.00,700330.00,277812.00,411017.00,725000.00,528226.00,620000.00,604250.00,214130.00,165000.00,355235.00,474999.00,237672.00,NA,NA,146944.00,255435.00,552125.00,NA,NA,335370.00,393028.00,545000.00,NA,NA,269891.00,601622.00,365831.00
Apr-04,452680.00,558392.00,248809.00,244999.00,296874.00,NA,NA,NA,213928.00,NA,240999.00,183000.00,NA,262500.00,NA,391502.00,NA,862500.00,262500.00,311765.00,204808.00,NA,550000.00,533784.00,373469.00,660914.00,396052.00,NA,337889.00,296331.00,484146.00,223089.00,527315.00,707010.00,280536.00,429661.00,745000.00,564732.00,615500.00,620000.00,225416.00,165000.00,363348.00,493406.00,240730.00,NA,NA,159188.00,260416.00,613362.00,NA,NA,351350.00,415865.00,584250.00,NA,NA,291546.00,622219.00,385000.00
May-04,463320.00,591700.00,284374.00,269230.00,291666.00,NA,NA,NA,225812.00,NA,237499.00,175000.00,NA,263889.00,NA,391691.00,NA,887867.00,275000.00,311111.00,221875.00,NA,565500.00,557065.00,367021.00,681597.00,407391.00,NA,355008.00,306230.00,477585.00,229532.00,565028.00,704662.00,286580.00,434868.00,765000.00,689393.00,630500.00,629250.00,229999.00,190000.00,378347.00,489901.00,243181.00,NA,NA,164062.00,286841.00,614853.00,NA,NA,366320.00,436387.00,590000.00,NA,NA,296693.00,634295.00,400000.00
