DATE,DFF
1954-07-01,0.79935483870967741935
1954-08-01,1.2206451612903226
1954-09-01,1.0666666666666667
1954-10-01,0.84870967741935483871
1954-11-01,0.83366666666666666667
1954-12-01,1.2777419354838710
1955-01-01,1.3912903225806452
1955-02-01,1.2917857142857143
1955-03-01,1.3467741935483871
1955-04-01,1.4276666666666667
1955-05-01,1.4332258064516129
1955-06-01,1.6446666666666667
1955-07-01,1.6822580645161290
1955-08-01,1.9564516129032258
1955-09-01,2.1786666666666667
1955-10-01,2.2403225806451613
1955-11-01,2.3543333333333333
1955-12-01,2.4822580645161290
1956-01-01,2.4538709677419355
1956-02-01,2.4958620689655172
1956-03-01,2.4980645161290323
1956-04-01,2.6233333333333333
1956-05-01,2.7500000000000000
1956-06-01,2.7083333333333333
1956-07-01,2.7461290322580645
1956-08-01,2.7341935483870968
1956-09-01,2.9500000000000000
1956-10-01,2.9645161290322581
1956-11-01,2.8820000000000000
1956-12-01,2.9416129032258065
1957-01-01,2.8435483870967742
1957-02-01,3.0000000000000000
1957-03-01,2.9619354838709677
1957-04-01,3.0000000000000000
1957-05-01,3.0000000000000000
1957-06-01,3.0000000000000000
1957-07-01,2.9903225806451613
1957-08-01,3.2429032258064516
1957-09-01,3.4666666666666667
1957-10-01,3.5000000000000000
1957-11-01,3.2750000000000000
1957-12-01,2.9838709677419355
1958-01-01,2.7180645161290323
1958-02-01,1.6746428571428571
1958-03-01,1.1977419354838710
1958-04-01,1.2640000000000000
1958-05-01,0.62677419354838709677
1958-06-01,0.93033333333333333333
1958-07-01,0.68290322580645161290
1958-08-01,1.5293548387096774
1958-09-01,1.7586666666666667
1958-10-01,1.8029032258064516
1958-11-01,2.2666666666666667
1958-12-01,2.4238709677419355
1959-01-01,2.4841935483870968
1959-02-01,2.4285714285714286
1959-03-01,2.8038709677419355
1959-04-01,2.9583333333333333
1959-05-01,2.8951612903225806
1959-06-01,3.3916666666666667
1959-07-01,3.4677419354838710
1959-08-01,3.5000000000000000
1959-09-01,3.7583333333333333
1959-10-01,3.9838709677419355
1959-11-01,4.0000000000000000
1959-12-01,3.9919354838709677
1960-01-01,3.9919354838709677
1960-02-01,3.9655172413793103
1960-03-01,3.8387096774193548
1960-04-01,3.9166666666666667
1960-05-01,3.8467741935483871
1960-06-01,3.3166666666666667
1960-07-01,3.2258064516129032
1960-08-01,2.9758064516129032
1960-09-01,2.6000000000000000
1960-10-01,2.4677419354838710
1960-11-01,2.4416666666666667
1960-12-01,1.9838709677419355
1961-01-01,1.4477419354838710
1961-02-01,2.5446428571428571
1961-03-01,2.0241935483870968
1961-04-01,1.4916666666666667
1961-05-01,1.9758064516129032
1961-06-01,1.7250000000000000
1961-07-01,1.1693548387096774
1961-08-01,2.0000000000000000
1961-09-01,1.8750000000000000
1961-10-01,2.2580645161290323
1961-11-01,2.6083333333333333
1961-12-01,2.3306451612903226
1962-01-01,2.1451612903225806
1962-02-01,2.3660714285714286
1962-03-01,2.8548387096774194
1962-04-01,2.7833333333333333
1962-05-01,2.3629032258064516
1962-06-01,2.6833333333333333
1962-07-01,2.7096774193548387
1962-08-01,2.9274193548387097
1962-09-01,2.9000000000000000
1962-10-01,2.8961290322580645
1962-11-01,2.9433333333333333
1962-12-01,2.9332258064516129
1963-01-01,2.9161290322580645
1963-02-01,3.0000000000000000
1963-03-01,2.9841935483870968
1963-04-01,2.9006666666666667
1963-05-01,3.0000000000000000
1963-06-01,2.9916666666666667
1963-07-01,3.0167741935483871
1963-08-01,3.4883870967741935
1963-09-01,3.4793333333333333
1963-10-01,3.4961290322580645
1963-11-01,3.4833333333333333
1963-12-01,3.3754838709677419
1964-01-01,3.4838709677419355
1964-02-01,3.4827586206896552
1964-03-01,3.4277419354838710
1964-04-01,3.4673333333333333
1964-05-01,3.4961290322580645
1964-06-01,3.5000000000000000
1964-07-01,3.4193548387096774
1964-08-01,3.5000000000000000
1964-09-01,3.4500000000000000
1964-10-01,3.3590322580645161
1964-11-01,3.5176666666666667
1964-12-01,3.8467741935483871
1965-01-01,3.9032258064516129
1965-02-01,3.9828571428571429
1965-03-01,4.0461290322580645
1965-04-01,4.0910000000000000
1965-05-01,4.1006451612903226
1965-06-01,4.0460000000000000
1965-07-01,4.0925806451612903
1965-08-01,4.1216129032258065
1965-09-01,4.0163333333333333
1965-10-01,4.0806451612903226
1965-11-01,4.1046666666666667
1965-12-01,4.3248387096774194
1966-01-01,4.4229032258064516
1966-02-01,4.6025000000000000
1966-03-01,4.6558064516129032
1966-04-01,4.6716666666666667
1966-05-01,4.8977419354838710
1966-06-01,5.1723333333333333
1966-07-01,5.2993548387096774
1966-08-01,5.5345161290322581
1966-09-01,5.3976666666666667
1966-10-01,5.5322580645161290
1966-11-01,5.7583333333333333
1966-12-01,5.3951612903225806
1967-01-01,4.9435483870967742
1967-02-01,5.0000000000000000
1967-03-01,4.5322580645161290
1967-04-01,4.0543333333333333
1967-05-01,3.9400000000000000
1967-06-01,3.9843333333333333
1967-07-01,3.7945161290322581
1967-08-01,3.8961290322580645
1967-09-01,3.9880000000000000
1967-10-01,3.8806451612903226
1967-11-01,4.1263333333333333
1967-12-01,4.5100000000000000
1968-01-01,4.6064516129032258
1968-02-01,4.7127586206896552
1968-03-01,5.0535483870967742
1968-04-01,5.7596666666666667
1968-05-01,6.1154838709677419
1968-06-01,6.0733333333333333
1968-07-01,6.0264516129032258
1968-08-01,6.0312903225806452
1968-09-01,5.7763333333333333
1968-10-01,5.9135483870967742
1968-11-01,5.8183333333333333
1968-12-01,6.0193548387096774
1969-01-01,6.3006451612903226
1969-02-01,6.6128571428571429
1969-03-01,6.7932258064516129
1969-04-01,7.4146666666666667
1969-05-01,8.6703225806451613
1969-06-01,8.9013333333333333
1969-07-01,8.6132258064516129
1969-08-01,9.1854838709677419
1969-09-01,9.1500000000000000
1969-10-01,9.0000000000000000
1969-11-01,8.8500000000000000
1969-12-01,8.9719354838709677
1970-01-01,8.9767741935483871
1970-02-01,8.9782142857142857
1970-03-01,7.7622580645161290
1970-04-01,8.0963333333333333
1970-05-01,7.9464516129032258
1970-06-01,7.6050000000000000
1970-07-01,7.2148387096774194
1970-08-01,6.6151612903225806
1970-09-01,6.2896666666666667
1970-10-01,6.2038709677419355
1970-11-01,5.6013333333333333
1970-12-01,4.9006451612903226
1971-01-01,4.1422580645161290
1971-02-01,3.7207142857142857
1971-03-01,3.7116129032258065
1971-04-01,4.1560000000000000
1971-05-01,4.6322580645161290
1971-06-01,4.9113333333333333
1971-07-01,5.3087096774193548
1971-08-01,5.5667741935483871
1971-09-01,5.5536666666666667
1971-10-01,5.1993548387096774
1971-11-01,4.9103333333333333
1971-12-01,4.1383870967741935
1972-01-01,3.5058064516129032
1972-02-01,3.2955172413793103
1972-03-01,3.8293548387096774
1972-04-01,4.1710000000000000
1972-05-01,4.2696774193548387
1972-06-01,4.4646666666666667
1972-07-01,4.5490322580645161
1972-08-01,4.8051612903225806
1972-09-01,4.8743333333333333
1972-10-01,5.0451612903225806
1972-11-01,5.0563333333333333
1972-12-01,5.3322580645161290
1973-01-01,5.9445161290322581
1973-02-01,6.5842857142857143
1973-03-01,7.0903225806451613
1973-04-01,7.1243333333333333
1973-05-01,7.8393548387096774
1973-06-01,8.4910000000000000
1973-07-01,10.4000000000000000
1973-08-01,10.4958064516129032
1973-09-01,10.7846666666666667
1973-10-01,10.0100000000000000
1973-11-01,10.0336666666666667
1973-12-01,9.9477419354838710
1974-01-01,9.6483870967741935
1974-02-01,8.9717857142857143
1974-03-01,9.3461290322580645
1974-04-01,10.5130000000000000
1974-05-01,11.3061290322580645
1974-06-01,11.9330000000000000
1974-07-01,12.9229032258064516
1974-08-01,12.0051612903225806
1974-09-01,11.3433333333333333
1974-10-01,10.0577419354838710
1974-11-01,9.4476666666666667
1974-12-01,8.5309677419354839
1975-01-01,7.1316129032258065
1975-02-01,6.2407142857142857
1975-03-01,5.5374193548387097
1975-04-01,5.4926666666666667
1975-05-01,5.2212903225806452
1975-06-01,5.5480000000000000
1975-07-01,6.0958064516129032
1975-08-01,6.1354838709677419
1975-09-01,6.2390000000000000
1975-10-01,5.8161290322580645
1975-11-01,5.2156666666666667
1975-12-01,5.1954838709677419
1976-01-01,4.8677419354838710
1976-02-01,4.7706896551724138
1976-03-01,4.8374193548387097
1976-04-01,4.8160000000000000
1976-05-01,5.2906451612903226
1976-06-01,5.4763333333333333
1976-07-01,5.3064516129032258
1976-08-01,5.2909677419354839
1976-09-01,5.2520000000000000
1976-10-01,5.0248387096774194
1976-11-01,4.9490000000000000
1976-12-01,4.6512903225806452
1977-01-01,4.6109677419354839
1977-02-01,4.6832142857142857
1977-03-01,4.6900000000000000
1977-04-01,4.7273333333333333
1977-05-01,5.3500000000000000
1977-06-01,5.3886666666666667
1977-07-01,5.4193548387096774
1977-08-01,5.9019354838709677
1977-09-01,6.1383333333333333
1977-10-01,6.4654838709677419
1977-11-01,6.5076666666666667
1977-12-01,6.5606451612903226
1978-01-01,6.7035483870967742
1978-02-01,6.7842857142857143
1978-03-01,6.7932258064516129
1978-04-01,6.8886666666666667
1978-05-01,7.3600000000000000
1978-06-01,7.5966666666666667
1978-07-01,7.8106451612903226
1978-08-01,8.0358064516129032
1978-09-01,8.4493333333333333
1978-10-01,8.9554838709677419
1978-11-01,9.7550000000000000
1978-12-01,10.0287096774193548
1979-01-01,10.0709677419354839
1979-02-01,10.0585714285714286
1979-03-01,10.0887096774193548
1979-04-01,10.0103333333333333
1979-05-01,10.2419354838709677
1979-06-01,10.2916666666666667
1979-07-01,10.4716129032258065
1979-08-01,10.9361290322580645
1979-09-01,11.4283333333333333
1979-10-01,13.7687096774193548
1979-11-01,13.1803333333333333
1979-12-01,13.7787096774193548
1980-01-01,13.8167741935483871
1980-02-01,14.1262068965517241
1980-03-01,17.1922580645161290
1980-04-01,17.6076666666666667
1980-05-01,10.9832258064516129
1980-06-01,9.4720000000000000
1980-07-01,9.0258064516129032
1980-08-01,9.6054838709677419
1980-09-01,10.8720000000000000
1980-10-01,12.8135483870967742
1980-11-01,15.8486666666666667
1980-12-01,18.8961290322580645
1981-01-01,19.0845161290322581
1981-02-01,15.9342857142857143
1981-03-01,14.7038709677419355
1981-04-01,15.7190000000000000
1981-05-01,18.5177419354838710
1981-06-01,19.0996666666666667
1981-07-01,19.0358064516129032
1981-08-01,17.8177419354838710
1981-09-01,15.8740000000000000
1981-10-01,15.0800000000000000
1981-11-01,13.3070000000000000
1981-12-01,12.3690322580645161
1982-01-01,13.2206451612903226
1982-02-01,14.7792857142857143
1982-03-01,14.6777419354838710
1982-04-01,14.9370000000000000
1982-05-01,14.4548387096774194
1982-06-01,14.1526666666666667
1982-07-01,12.5867741935483871
1982-08-01,10.1190322580645161
1982-09-01,10.3096666666666667
1982-10-01,9.7070967741935484
1982-11-01,9.1963333333333333
1982-12-01,8.9454838709677419
1983-01-01,8.6832258064516129
1983-02-01,8.5089285714285714
1983-03-01,8.7661290322580645
1983-04-01,8.8020000000000000
1983-05-01,8.6300000000000000
1983-06-01,8.9820000000000000
1983-07-01,9.3677419354838710
1983-08-01,9.5583870967741935
1983-09-01,9.4480000000000000
1983-10-01,9.4761290322580645
1983-11-01,9.3400000000000000
1983-12-01,9.4712903225806452
1984-01-01,9.5583870967741935
1984-02-01,9.5875862068965517
1984-03-01,9.9132258064516129
1984-04-01,10.2910000000000000
1984-05-01,10.3193548387096774
1984-06-01,11.0616666666666667
1984-07-01,11.2341935483870968
1984-08-01,11.6370967741935484
1984-09-01,11.3026666666666667
1984-10-01,9.9854838709677419
1984-11-01,9.4256666666666667
1984-12-01,8.3816129032258065
1985-01-01,8.3490322580645161
1985-02-01,8.5014285714285714
1985-03-01,8.5774193548387097
1985-04-01,8.2673333333333333
1985-05-01,7.9709677419354839
1985-06-01,7.5333333333333333
1985-07-01,7.8838709677419355
1985-08-01,7.8983870967741935
1985-09-01,7.9213333333333333
1985-10-01,7.9864516129032258
1985-11-01,8.0506666666666667
1985-12-01,8.2745161290322581
1986-01-01,8.1448387096774194
1986-02-01,7.8600000000000000
1986-03-01,7.4790322580645161
1986-04-01,6.9880000000000000
1986-05-01,6.8529032258064516
1986-06-01,6.9166666666666667
1986-07-01,6.5570967741935484
1986-08-01,6.1706451612903226
1986-09-01,5.8903333333333333
1986-10-01,5.8458064516129032
1986-11-01,6.0393333333333333
1986-12-01,6.9077419354838710
1987-01-01,6.4264516129032258
1987-02-01,6.1010714285714286
1987-03-01,6.1283870967741935
1987-04-01,6.3653333333333333
1987-05-01,6.8529032258064516
1987-06-01,6.7250000000000000
1987-07-01,6.5822580645161290
1987-08-01,6.7322580645161290
1987-09-01,7.2163333333333333
1987-10-01,7.2887096774193548
1987-11-01,6.6933333333333333
1987-12-01,6.7696774193548387
1988-01-01,6.8338709677419355
1988-02-01,6.5827586206896552
1988-03-01,6.5758064516129032
1988-04-01,6.8716666666666667
1988-05-01,7.0864516129032258
1988-06-01,7.5090000000000000
1988-07-01,7.7548387096774194
1988-08-01,8.0090322580645161
1988-09-01,8.1933333333333333
1988-10-01,8.2961290322580645
1988-11-01,8.3450000000000000
1988-12-01,8.7603225806451613
1989-01-01,9.1212903225806452
1989-02-01,9.3610714285714286
1989-03-01,9.8487096774193548
1989-04-01,9.8353333333333333
1989-05-01,9.8090322580645161
1989-06-01,9.5300000000000000
1989-07-01,9.2354838709677419
1989-08-01,8.9922580645161290
1989-09-01,9.0210000000000000
1989-10-01,8.8406451612903226
1989-11-01,8.5480000000000000
1989-12-01,8.4525806451612903
1990-01-01,8.2290322580645161
1990-02-01,8.2371428571428571
1990-03-01,8.2767741935483871
1990-04-01,8.2550000000000000
1990-05-01,8.1764516129032258
1990-06-01,8.2886666666666667
1990-07-01,8.1525806451612903
1990-08-01,8.1341935483870968
1990-09-01,8.1950000000000000
1990-10-01,8.1125806451612903
1990-11-01,7.8066666666666667
1990-12-01,7.3129032258064516
1991-01-01,6.9064516129032258
1991-02-01,6.2525000000000000
1991-03-01,6.1151612903225806
1991-04-01,5.9123333333333333
1991-05-01,5.7829032258064516
1991-06-01,5.8996666666666667
1991-07-01,5.8209677419354839
1991-08-01,5.6612903225806452
1991-09-01,5.4470000000000000
1991-10-01,5.2096774193548387
1991-11-01,4.8113333333333333
1991-12-01,4.4341935483870968
1992-01-01,4.0341935483870968
1992-02-01,4.0575862068965517
1992-03-01,3.9832258064516129
1992-04-01,3.7346666666666667
1992-05-01,3.8232258064516129
1992-06-01,3.7626666666666667
1992-07-01,3.2535483870967742
1992-08-01,3.3032258064516129
1992-09-01,3.2196666666666667
1992-10-01,3.0990322580645161
1992-11-01,3.0876666666666667
1992-12-01,2.9196774193548387
1993-01-01,3.0241935483870968
1993-02-01,3.0271428571428571
1993-03-01,3.0741935483870968
1993-04-01,2.9576666666666667
1993-05-01,2.9961290322580645
1993-06-01,3.0380000000000000
1993-07-01,3.0554838709677419
1993-08-01,3.0322580645161290
1993-09-01,3.0863333333333333
1993-10-01,2.9925806451612903
1993-11-01,3.0180000000000000
1993-12-01,2.9551612903225806
1994-01-01,3.0506451612903226
1994-02-01,3.2450000000000000
1994-03-01,3.3358064516129032
1994-04-01,3.5550000000000000
1994-05-01,4.0109677419354839
1994-06-01,4.2456666666666667
1994-07-01,4.2561290322580645
1994-08-01,4.4745161290322581
1994-09-01,4.7336666666666667
1994-10-01,4.7600000000000000
1994-11-01,5.2946666666666667
1994-12-01,5.4532258064516129
1995-01-01,5.5274193548387097
1995-02-01,5.9153571428571429
1995-03-01,5.9764516129032258
1995-04-01,6.0473333333333333
1995-05-01,6.0090322580645161
1995-06-01,6.0013333333333333
1995-07-01,5.8519354838709677
1995-08-01,5.7351612903225806
1995-09-01,5.8046666666666667
1995-10-01,5.7561290322580645
1995-11-01,5.8030000000000000
1995-12-01,5.6019354838709677
1996-01-01,5.5648387096774194
1996-02-01,5.2244827586206897
1996-03-01,5.3141935483870968
1996-04-01,5.2236666666666667
1996-05-01,5.2351612903225806
1996-06-01,5.2733333333333333
1996-07-01,5.3964516129032258
1996-08-01,5.2229032258064516
1996-09-01,5.2990000000000000
1996-10-01,5.2380645161290323
1996-11-01,5.3110000000000000
1996-12-01,5.2945161290322581
1997-01-01,5.2545161290322581
1997-02-01,5.1857142857142857
1997-03-01,5.3861290322580645
1997-04-01,5.5073333333333333
1997-05-01,5.5041935483870968
1997-06-01,5.5556666666666667
1997-07-01,5.5212903225806452
1997-08-01,5.5422580645161290
1997-09-01,5.5406666666666667
1997-10-01,5.4961290322580645
1997-11-01,5.5216666666666667
1997-12-01,5.5048387096774194
1998-01-01,5.5574193548387097
1998-02-01,5.5057142857142857
1998-03-01,5.4935483870967742
1998-04-01,5.4453333333333333
1998-05-01,5.4887096774193548
1998-06-01,5.5586666666666667
1998-07-01,5.5358064516129032
1998-08-01,5.5467741935483871
1998-09-01,5.5116666666666667
1998-10-01,5.0709677419354839
1998-11-01,4.8260000000000000
1998-12-01,4.6835483870967742
1999-01-01,4.6325806451612903
1999-02-01,4.7646428571428571
1999-03-01,4.8093548387096774
1999-04-01,4.7363333333333333
1999-05-01,4.7422580645161290
1999-06-01,4.7646666666666667
1999-07-01,4.9941935483870968
1999-08-01,5.0722580645161290
1999-09-01,5.2243333333333333
1999-10-01,5.2000000000000000
1999-11-01,5.4200000000000000
1999-12-01,5.2958064516129032
2000-01-01,5.4483870967741935
2000-02-01,5.7348275862068966
2000-03-01,5.8535483870967742
2000-04-01,6.0196666666666667
2000-05-01,6.2680645161290323
2000-06-01,6.5283333333333333
2000-07-01,6.5445161290322581
2000-08-01,6.4967741935483871
2000-09-01,6.5170000000000000
2000-10-01,6.5093548387096774
2000-11-01,6.5143333333333333
2000-12-01,6.4022580645161290
2001-01-01,5.9758064516129032
2001-02-01,5.4942857142857143
2001-03-01,5.3109677419354839
2001-04-01,4.8020000000000000
2001-05-01,4.2122580645161290
2001-06-01,3.9696666666666667
2001-07-01,3.7690322580645161
2001-08-01,3.6525806451612903
2001-09-01,3.0690000000000000
2001-10-01,2.4851612903225806
2001-11-01,2.0870000000000000
2001-12-01,1.8177419354838710
2002-01-01,1.7296774193548387
2002-02-01,1.7396428571428571
2002-03-01,1.7300000000000000
2002-04-01,1.7530000000000000
2002-05-01,1.7512903225806452
2002-06-01,1.7503333333333333
2002-07-01,1.7290322580645161
2002-08-01,1.7432258064516129
2002-09-01,1.7506666666666667
2002-10-01,1.7548387096774194
2002-11-01,1.3360000000000000
2002-12-01,1.2383870967741935
2003-01-01,1.2351612903225806
2003-02-01,1.2621428571428571
2003-03-01,1.2529032258064516
2003-04-01,1.2580000000000000
2003-05-01,1.2590322580645161
2003-06-01,1.2226666666666667
2003-07-01,1.01129032258064516129
2003-08-01,1.02903225806451612903
2003-09-01,1.01000000000000000000
2003-10-01,1.01000000000000000000
2003-11-01,0.99600000000000000000
2003-12-01,0.98419354838709677419
2004-01-01,0.99709677419354838710
2004-02-01,1.00724137931034482759
2004-03-01,1.00161290322580645161
2004-04-01,1.00400000000000000000
2004-05-01,1.00451612903225806452
2004-06-01,1.02566666666666666667
2004-07-01,1.2635483870967742
2004-08-01,1.4293548387096774
2004-09-01,1.6050000000000000
2004-10-01,1.7609677419354839
2004-11-01,1.9320000000000000
2004-12-01,2.1561290322580645
2005-01-01,2.2793548387096774
2005-02-01,2.5017857142857143
2005-03-01,2.6290322580645161
2005-04-01,2.7850000000000000
2005-05-01,3.0025806451612903
2005-06-01,3.0356666666666667
2005-07-01,3.2625806451612903
2005-08-01,3.4996774193548387
2005-09-01,3.6230000000000000
2005-10-01,3.7793548387096774
2005-11-01,3.9990000000000000
2005-12-01,4.1570967741935484
2006-01-01,4.2851612903225806
2006-02-01,4.4914285714285714
2006-03-01,4.5893548387096774
2006-04-01,4.7903333333333333
2006-05-01,4.9403225806451613
2006-06-01,4.9910000000000000
2006-07-01,5.2351612903225806
2006-08-01,5.2464516129032258
2006-09-01,5.2546666666666667
2006-10-01,5.2451612903225806
2006-11-01,5.2456666666666667
2006-12-01,5.2380645161290323
2007-01-01,5.2483870967741935
2007-02-01,5.2589285714285714
2007-03-01,5.2567741935483871
2007-04-01,5.2496666666666667
2007-05-01,5.2535483870967742
2007-06-01,5.2540000000000000
2007-07-01,5.2583870967741935
2007-08-01,5.0222580645161290
2007-09-01,4.9380000000000000
2007-10-01,4.7554838709677419
2007-11-01,4.4866666666666667
2007-12-01,4.2445161290322581
2008-01-01,3.9403225806451613
2008-02-01,2.9806896551724138
2008-03-01,2.6103225806451613
2008-04-01,2.2783333333333333
2008-05-01,1.9783870967741935
2008-06-01,2.0010000000000000
2008-07-01,2.0096774193548387
2008-08-01,1.9964516129032258
2008-09-01,1.8116666666666667
2008-10-01,0.96935483870967741935
2008-11-01,0.38766666666666666667
2008-12-01,0.15516129032258064516
2009-01-01,0.15419354838709677419
2009-02-01,0.22214285714285714286
2009-03-01,0.18064516129032258065
2009-04-01,0.15033333333333333333
2009-05-01,0.17741935483870967742
2009-06-01,0.20633333333333333333
2009-07-01,0.15580645161290322581
2009-08-01,0.16032258064516129032
2009-09-01,0.14666666666666666667
2009-10-01,0.11806451612903225806
2009-11-01,0.11900000000000000000
2009-12-01,0.11806451612903225806
2010-01-01,0.11000000000000000000
2010-02-01,0.12642857142857142857
2010-03-01,0.16451612903225806452
2010-04-01,0.19833333333333333333
2010-05-01,0.20064516129032258065
2010-06-01,0.17666666666666666667
2010-07-01,0.18258064516129032258
2010-08-01,0.18935483870967741935
2010-09-01,0.19466666666666666667
2010-10-01,0.19129032258064516129
2010-11-01,0.19433333333333333333
2010-12-01,0.18322580645161290323
2011-01-01,0.16838709677419354839
2011-02-01,0.15678571428571428571
2011-03-01,0.13870967741935483871
2011-04-01,0.09800000000000000000
2011-05-01,0.09387096774193548387
2011-06-01,0.09200000000000000000
2011-07-01,0.07096774193548387097
2011-08-01,0.09580645161290322581
2011-09-01,0.08400000000000000000
2011-10-01,0.07064516129032258065
2011-11-01,0.08100000000000000000
2011-12-01,0.07161290322580645161
2012-01-01,0.08193548387096774194
2012-02-01,0.10379310344827586207
2012-03-01,0.12677419354838709677
2012-04-01,0.13933333333333333333
2012-05-01,0.15580645161290322581
2012-06-01,0.16166666666666666667
2012-07-01,0.15645161290322580645
2012-08-01,0.13225806451612903226
2012-09-01,0.14433333333333333333
2012-10-01,0.15838709677419354839
2012-11-01,0.16066666666666666667
2012-12-01,0.16451612903225806452
2013-01-01,0.14258064516129032258
2013-02-01,0.14500000000000000000
2013-03-01,0.14354838709677419355
2013-04-01,0.14500000000000000000
2013-05-01,0.10903225806451612903
2013-06-01,0.09366666666666666667
2013-07-01,0.09258064516129032258
2013-08-01,0.08290322580645161290
2013-09-01,0.08000000000000000000
2013-10-01,0.08709677419354838710
2013-11-01,0.08433333333333333333
2013-12-01,0.08516129032258064516
2014-01-01,0.07161290322580645161
2014-02-01,0.06642857142857142857
2014-03-01,0.07806451612903225806
2014-04-01,0.09033333333333333333
2014-05-01,0.08709677419354838710
2014-06-01,0.09566666666666666667
2014-07-01,0.09096774193548387097
2014-08-01,0.08806451612903225806
2014-09-01,0.08833333333333333333
2014-10-01,0.08903225806451612903
2014-11-01,0.09200000000000000000
2014-12-01,0.12258064516129032258
2015-01-01,0.11483870967741935484
2015-02-01,0.11071428571428571429
2015-03-01,0.11290322580645161290
2015-04-01,0.12466666666666666667
2015-05-01,0.12322580645161290323
2015-06-01,0.12900000000000000000
2015-07-01,0.13032258064516129032
2015-08-01,0.13806451612903225806
2015-09-01,0.13600000000000000000
2015-10-01,0.12354838709677419355
2015-11-01,0.11766666666666666667
2015-12-01,0.24064516129032258065
2016-01-01,0.34290322580645161290
2016-02-01,0.37517241379310344828
2016-03-01,0.36225806451612903226
2016-04-01,0.36533333333333333333
2016-05-01,0.36516129032258064516
2016-06-01,0.37766666666666666667
2016-07-01,0.39161290322580645161
2016-08-01,0.39677419354838709677
2016-09-01,0.39633333333333333333
2016-10-01,0.39645161290322580645
2016-11-01,0.40666666666666666667
2016-12-01,0.54000000000000000000
2017-01-01,0.64967741935483870968
2017-02-01,0.65678571428571428571
2017-03-01,0.78612903225806451613
2017-04-01,0.89600000000000000000
2017-05-01,0.90741935483870967742
2017-06-01,1.0400000000000000
2017-07-01,1.1506451612903226
2017-08-01,1.1570967741935484
2017-09-01,1.1533333333333333
2017-10-01,1.1538709677419355
2017-11-01,1.1570000000000000
2017-12-01,1.3016129032258065
2018-01-01,1.4145161290322581
2018-02-01,1.4175000000000000
2018-03-01,1.5061290322580645
2018-04-01,1.6923333333333333
2018-05-01,1.7000000000000000
2018-06-01,1.8196666666666667
2018-07-01,1.9100000000000000
2018-08-01,1.9148387096774194
2018-09-01,1.9546666666666667
2018-10-01,2.1877419354838710
2018-11-01,2.1976666666666667
2018-12-01,2.2741935483870968
2019-01-01,2.4000000000000000
2019-02-01,2.4000000000000000
2019-03-01,2.4051612903225806
2019-04-01,2.4236666666666667
2019-05-01,2.3909677419354839
2019-06-01,2.3776666666666667
2019-07-01,2.4029032258064516
2019-08-01,2.1258064516129032
2019-09-01,2.0430000000000000
2019-10-01,1.8296774193548387
2019-11-01,1.5533333333333333
2019-12-01,1.5509677419354839
2020-01-01,1.5506451612903226
2020-02-01,1.5831034482758621
2020-03-01,0.65225806451612903226
2020-04-01,0.04900000000000000000
2020-05-01,0.05000000000000000000
2020-06-01,0.07766666666666666667
2020-07-01,0.09258064516129032258
2020-08-01,0.09516129032258064516
2020-09-01,0.09000000000000000000
2020-10-01,0.09000000000000000000
2020-11-01,0.08633333333333333333
2020-12-01,0.09000000000000000000
2021-01-01,0.08516129032258064516
2021-02-01,0.07571428571428571429
2021-03-01,0.06967741935483870968
2021-04-01,0.06900000000000000000
2021-05-01,0.05806451612903225806
2021-06-01,0.07800000000000000000
2021-07-01,0.09806451612903225806
2021-08-01,0.09225806451612903226
2021-09-01,0.07933333333333333333
2021-10-01,0.07903225806451612903
2021-11-01,0.07966666666666666667
2021-12-01,0.07967741935483870968
2022-01-01,0.07935483870967741935
2022-02-01,0.08000000000000000000
2022-03-01,0.20096774193548387097
2022-04-01,0.33000000000000000000
2022-05-01,0.76548387096774193548
2022-06-01,1.2050000000000000
2022-07-01,1.6758064516129032
2022-08-01,2.3300000000000000
2022-09-01,2.5550000000000000
2022-10-01,3.0800000000000000
2022-11-01,3.7800000000000000
2022-12-01,4.1041935483870968
2023-01-01,4.3300000000000000
2023-02-01,4.5700000000000000
2023-03-01,4.6490322580645161
2023-04-01,4.8300000000000000
2023-05-01,.
